ReturnKey;ReturnDate;OrderDate;SalesOrderNumber;CustomerKey;ProductKey;ReturnQuantity;UnitPrice;ReturnAmount
922;09/08/2013;31/07/2013;SO63124;206;386;2;672,294;1344,588
923;13/08/2013;31/07/2013;SO63128;64;565;2;445,410;890,820
924;07/08/2013;31/07/2013;SO63157;650;353;2;1391,994;2783,988
925;09/08/2013;31/07/2013;SO63261;529;390;2;672,294;1344,588
926;13/08/2013;31/07/2013;SO63278;181;570;2;445,410;890,820
927;09/09/2013;29/08/2013;SO65155;149;598;2;323,994;647,988
928;18/09/2013;29/08/2013;SO65194;53;586;2;445,410;890,820
929;16/09/2013;29/08/2013;SO65205;579;372;2;1466,010;2932,020
930;09/09/2013;29/08/2013;SO65242;627;568;2;445,410;890,820
931;07/09/2013;29/08/2013;SO65252;672;560;2;728,910;1457,820
932;12/09/2013;29/08/2013;SO65261;223;564;2;1430,442;2860,884
933;12/09/2013;29/08/2013;SO65269;648;600;2;323,994;647,988
934;12/09/2013;29/08/2013;SO65315;21;353;2;1391,994;2783,988
935;09/10/2013;29/09/2013;SO67265;398;390;2;672,294;1344,588
936;12/10/2013;29/09/2013;SO67270;514;386;2;672,294;1344,588
937;12/10/2013;29/09/2013;SO67286;120;569;2;445,410;890,820
938;11/10/2013;29/09/2013;SO67347;523;584;2;323,994;647,988
939;11/10/2013;29/09/2013;SO67348;494;363;2;1376,994;2753,988
940;08/11/2013;29/10/2013;SO69418;381;359;2;1376,994;2753,988
941;12/11/2013;29/10/2013;SO69482;138;560;2;728,910;1457,820
942;12/11/2013;29/10/2013;SO69542;317;584;2;323,994;647,988
943;12/12/2013;29/11/2013;SO71781;173;374;2;1466,010;2932,020
944;09/12/2013;29/11/2013;SO71798;306;584;2;323,994;647,988
945;07/12/2013;29/11/2013;SO71829;685;589;2;461,694;923,388
946;09/12/2013;29/11/2013;SO71850;477;579;2;728,910;1457,820
947;20/12/2013;29/11/2013;SO71902;61;598;2;323,994;647,988
948;09/12/2013;29/11/2013;SO71943;55;567;2;445,410;890,820
949;11/06/2013;30/05/2013;SO58916;644;378;2;1466,010;2932,020
950;17/06/2013;30/05/2013;SO58916;644;584;2;323,994;647,988
951;15/06/2013;30/05/2013;SO58916;644;382;2;672,294;1344,588
952;08/06/2013;30/05/2013;SO58946;672;586;2;445,410;890,820
953;13/06/2013;30/05/2013;SO59066;55;586;2;445,410;890,820
954;09/06/2013;30/05/2013;SO59066;55;567;2;445,410;890,820
955;09/06/2013;30/05/2013;SO58946;672;569;2;445,410;890,820
956;06/10/2013;29/09/2013;SO67346;451;569;2;445,410;890,820
957;12/06/2013;30/05/2013;SO59066;55;572;2;445,410;890,820
958;11/05/2013;30/04/2013;SO57046;650;359;2;1376,994;2753,988
959;18/06/2011;31/05/2011;SO44796;438;319;2;874,794;1749,588
960;17/06/2013;30/05/2013;SO58946;672;570;2;445,410;890,820
961;08/12/2011;29/11/2011;SO46356;91;313;2;2146,962;4293,924
962;13/12/2011;29/11/2011;SO46356;91;317;2;874,794;1749,588
963;07/05/2013;30/04/2013;SO57046;650;597;2;323,994;647,988
964;13/05/2013;30/04/2013;SO57036;43;587;2;461,694;923,388
965;16/07/2012;30/06/2012;SO48746;506;365;2;647,994;1295,988
966;07/02/2011;29/01/2011;SO43912;403;342;2;419,459;838,918
967;11/05/2011;01/05/2011;SO44555;612;342;2;419,459;838,918
968;22/08/2011;01/08/2011;SO45288;584;342;2;419,459;838,918
969;15/09/2011;29/08/2011;SO45520;57;342;2;419,459;838,918
970;11/09/2011;29/08/2011;SO45578;26;342;2;419,459;838,918
971;11/12/2011;29/11/2011;SO46331;631;342;2;419,459;838,918
972;15/12/2011;29/11/2011;SO46356;91;322;2;419,459;838,918
973;11/01/2011;29/12/2010;SO43673;618;324;2;419,459;838,918
974;12/02/2011;29/01/2011;SO43845;206;324;2;419,459;838,918
975;07/02/2011;29/01/2011;SO43857;533;326;2;419,459;838,918
976;10/02/2011;29/01/2011;SO43910;45;330;2;419,459;838,918
977;19/03/2011;01/03/2011;SO44124;3;330;2;419,459;838,918
978;12/05/2011;01/05/2011;SO44500;259;326;2;419,459;838,918
979;20/05/2011;01/05/2011;SO44521;240;330;2;419,459;838,918
980;12/06/2011;31/05/2011;SO44778;575;324;2;419,459;838,918
981;12/07/2011;01/07/2011;SO45060;203;324;2;419,459;838,918
982;18/08/2011;01/08/2011;SO45340;495;326;2;419,459;838,918
983;11/09/2011;29/08/2011;SO45572;438;324;2;419,459;838,918
984;05/09/2011;29/08/2011;SO45575;54;330;2;419,459;838,918
985;05/11/2011;29/10/2011;SO46055;527;320;2;419,459;838,918
986;11/12/2011;29/11/2011;SO46324;216;324;2;419,459;838,918
987;20/12/2011;29/11/2011;SO46356;91;320;2;419,459;838,918
988;12/12/2011;29/11/2011;SO46359;460;330;2;419,459;838,918
989;19/12/2011;29/11/2011;SO46356;91;330;2;419,459;838,918
990;08/03/2011;01/03/2011;SO44093;93;328;2;419,459;838,918
991;08/03/2011;01/03/2011;SO44109;91;332;2;419,459;838,918
992;11/05/2011;01/05/2011;SO44562;45;338;2;419,459;838,918
993;20/07/2011;01/07/2011;SO45039;227;332;2;419,459;838,918
994;10/07/2011;01/07/2011;SO45053;618;328;2;419,459;838,918
995;17/07/2011;01/07/2011;SO45058;480;332;2;419,459;838,918
996;12/08/2011;01/08/2011;SO45314;136;328;2;419,459;838,918
997;06/09/2011;29/08/2011;SO45550;579;340;2;419,459;838,918
998;15/10/2011;29/09/2011;SO45786;514;340;2;419,459;838,918
999;14/10/2011;29/09/2011;SO45810;166;334;2;419,459;838,918
1000;18/12/2011;29/11/2011;SO46368;143;336;2;419,459;838,918
1001;15/01/2011;29/12/2010;SO43666;511;338;2;419,459;838,918
1002;11/06/2011;31/05/2011;SO44755;273;334;2;419,459;838,918
1003;10/06/2011;31/05/2011;SO44755;273;340;2;419,459;838,918
1004;20/06/2011;31/05/2011;SO44755;273;336;2;419,459;838,918
1005;14/02/2011;29/01/2011;SO43855;102;338;2;419,459;838,918
1006;10/04/2011;31/03/2011;SO44286;511;338;2;419,459;838,918
1007;07/04/2011;31/03/2011;SO44286;511;334;2;419,459;838,918
1008;21/05/2011;01/05/2011;SO44535;136;334;2;419,459;838,918
1009;11/05/2011;01/05/2011;SO44525;569;334;2;419,459;838,918
1010;22/05/2011;01/05/2011;SO44525;569;338;2;419,459;838,918
1011;16/05/2011;01/05/2011;SO44496;191;338;2;419,459;838,918
1012;14/04/2011;31/03/2011;SO44296;670;340;2;419,459;838,918
1013;16/04/2011;31/03/2011;SO44296;670;338;2;419,459;838,918
1014;18/04/2011;31/03/2011;SO44296;670;334;2;419,459;838,918
1015;08/05/2011;01/05/2011;SO44506;584;334;2;419,459;838,918
1016;20/07/2011;01/07/2011;SO45055;670;334;2;419,459;838,918
1017;10/07/2011;01/07/2011;SO45065;549;336;2;419,459;838,918
1018;09/07/2011;01/07/2011;SO45065;549;334;2;419,459;838,918
1019;19/08/2011;01/08/2011;SO45305;569;334;2;419,459;838,918
1020;20/08/2011;01/08/2011;SO45326;364;336;2;419,459;838,918
1021;10/08/2011;01/08/2011;SO45326;364;334;2;419,459;838,918
1022;12/09/2011;29/08/2011;SO45556;575;334;2;419,459;838,918
1023;11/09/2011;29/08/2011;SO45575;54;334;2;419,459;838,918
1024;14/10/2011;29/09/2011;SO45786;514;338;2;419,459;838,918
1025;13/10/2011;29/09/2011;SO45795;670;338;2;419,459;838,918
1026;09/11/2011;29/10/2011;SO46045;584;340;2;419,459;838,918
1027;16/11/2011;29/10/2011;SO46045;584;334;2;419,459;838,918
1028;18/11/2011;29/10/2011;SO46055;527;338;2;419,459;838,918
1029;11/11/2011;29/10/2011;SO46055;527;340;2;419,459;838,918
1030;18/11/2011;29/10/2011;SO46076;167;334;2;419,459;838,918
1031;09/11/2011;29/10/2011;SO46086;84;338;2;419,459;838,918
1032;14/11/2011;29/10/2011;SO46096;532;336;2;419,459;838,918
1033;17/12/2011;29/11/2011;SO46325;57;334;2;419,459;838,918
1034;13/12/2011;29/11/2011;SO46326;173;340;2;419,459;838,918
1035;15/12/2011;29/11/2011;SO46355;647;340;2;419,459;838,918
1036;12/12/2011;29/11/2011;SO46356;91;336;2;419,459;838,918
1037;20/12/2011;29/11/2011;SO46356;91;338;2;419,459;838,918
1038;20/12/2011;29/11/2011;SO46356;91;340;2;419,459;838,918
1039;18/12/2011;29/11/2011;SO46385;54;340;2;419,459;838,918
1040;09/02/2011;29/01/2011;SO43865;328;328;2;419,459;838,918
1041;06/02/2011;29/01/2011;SO43845;206;328;2;419,459;838,918
1042;15/04/2011;31/03/2011;SO44315;292;328;2;419,459;838,918
1043;19/05/2011;01/05/2011;SO44506;584;328;2;419,459;838,918
1044;13/04/2011;31/03/2011;SO44316;431;328;2;419,459;838,918
1045;09/08/2011;01/08/2011;SO45285;36;328;2;419,459;838,918
1046;22/08/2011;01/08/2011;SO45305;569;328;2;419,459;838,918
1047;15/09/2011;29/08/2011;SO45516;647;328;2;419,459;838,918
1048;13/09/2011;29/08/2011;SO45535;93;328;2;419,459;838,918
1049;08/10/2011;29/09/2011;SO45795;670;328;2;419,459;838,918
1050;13/11/2011;29/10/2011;SO46076;167;328;2;419,459;838,918
1051;15/12/2011;29/11/2011;SO46356;91;328;2;419,459;838,918
1052;07/02/2011;29/01/2011;SO43845;206;332;2;419,459;838,918
1053;13/02/2011;29/01/2011;SO43855;102;332;2;419,459;838,918
1054;20/06/2011;31/05/2011;SO44765;156;332;2;419,459;838,918
1055;14/05/2011;01/05/2011;SO44515;107;332;2;419,459;838,918
1056;16/06/2011;31/05/2011;SO44796;438;332;2;419,459;838,918
1057;13/07/2011;01/07/2011;SO45065;549;332;2;419,459;838,918
1058;14/08/2011;01/08/2011;SO45305;569;332;2;419,459;838,918
1059;17/09/2011;29/08/2011;SO45535;93;332;2;419,459;838,918
1060;08/09/2011;29/08/2011;SO45575;54;332;2;419,459;838,918
1061;20/10/2011;29/09/2011;SO45805;549;332;2;419,459;838,918
1062;07/11/2011;29/10/2011;SO46085;528;332;2;419,459;838,918
1063;17/12/2011;29/11/2011;SO46356;91;332;2;419,459;838,918
1064;19/02/2011;29/01/2011;SO43870;107;322;3;419,459;1258,377
1065;10/02/2011;29/01/2011;SO43894;559;219;3;5,700;17,100
1066;20/04/2011;31/03/2011;SO44295;83;332;3;419,459;1258,377
1067;22/05/2011;01/05/2011;SO44493;531;232;3;28,840;86,521
1068;18/05/2011;01/05/2011;SO44567;401;219;3;5,700;17,100
1069;21/06/2011;31/05/2011;SO44767;453;347;3;2039,994;6119,982
1070;22/08/2011;01/08/2011;SO45322;256;319;3;874,794;2624,382
1071;11/09/2011;29/08/2011;SO45551;525;322;3;419,459;1258,377
1072;11/01/2012;29/12/2011;SO46663;292;286;3;183,938;551,815
1073;05/02/2012;29/01/2012;SO46930;65;221;3;20,187;60,560
1074;06/02/2012;29/01/2012;SO46960;259;216;3;20,187;60,560
1075;06/02/2012;29/01/2012;SO47002;492;216;3;20,187;60,560
1076;19/03/2012;29/02/2012;SO47372;649;414;3;149,031;447,093
1077;15/03/2012;29/02/2012;SO47383;550;422;3;67,539;202,617
1078;21/03/2012;29/02/2012;SO47397;156;230;3;28,840;86,521
1079;11/03/2012;29/02/2012;SO47449;652;358;3;1229,459;3688,377
1080;10/03/2012;29/02/2012;SO47457;98;428;3;209,256;627,768
1081;18/04/2012;30/03/2012;SO47674;643;422;3;67,539;202,617
1082;09/05/2012;30/04/2012;SO47963;353;470;3;22,794;68,382
1083;09/06/2012;30/05/2012;SO48290;216;327;3;469,794;1409,382
1084;10/06/2012;30/05/2012;SO48366;674;224;3;5,187;15,560
1085;19/12/2012;28/11/2012;SO50705;147;343;3;469,794;1409,382
1086;09/01/2013;28/12/2012;SO51144;292;222;3;15,746;47,237
1087;17/02/2013;28/01/2013;SO51698;210;234;3;29,994;89,982
1088;06/02/2013;28/01/2013;SO51740;677;544;3;48,594;145,782
1089;12/02/2013;28/01/2013;SO51757;316;542;3;24,294;72,882
1090;15/02/2013;28/01/2013;SO51778;359;484;3;4,770;14,310
1091;17/02/2013;28/01/2013;SO51781;65;400;3;37,152;111,456
1092;16/03/2013;28/02/2013;SO53476;186;603;3;72,894;218,682
1093;17/03/2013;28/02/2013;SO53534;216;547;3;48,594;145,782
1094;14/04/2013;30/03/2013;SO55302;431;583;3;1020,594;3061,782
1095;15/05/2013;30/04/2013;SO57087;522;555;3;63,900;191,700
1096;12/05/2013;30/04/2013;SO57104;531;545;3;24,294;72,882
1097;09/06/2013;30/05/2013;SO58976;216;545;3;24,294;72,882
1098;07/06/2013;30/05/2013;SO58978;613;361;3;1376,994;4130,982
1099;20/06/2013;30/05/2013;SO59041;201;579;3;728,910;2186,730
1100;17/07/2013;30/06/2013;SO61201;183;475;3;41,994;125,982
1101;09/08/2013;31/07/2013;SO63205;310;471;3;38,100;114,300
1102;18/10/2013;29/09/2013;SO67290;41;234;3;29,994;89,982
1103;19/12/2013;29/11/2013;SO71853;613;475;3;41,994;125,982
1104;08/12/2013;29/11/2013;SO71863;649;606;3;323,994;971,982
1105;14/12/2013;29/11/2013;SO71909;368;475;3;41,994;125,982
1106;12/01/2013;28/12/2012;SO51165;241;561;3;953,628;2860,884
1107;17/01/2012;29/12/2011;SO46675;41;327;3;234,897;704,691
1108;12/07/2012;30/06/2012;SO48785;431;327;3;469,794;1409,382
1109;07/08/2012;31/07/2012;SO49045;210;327;3;469,794;1409,382
1110;18/09/2012;28/08/2012;SO49445;277;327;3;469,794;1409,382
1111;10/12/2012;28/11/2012;SO50706;216;327;3;469,794;1409,382
1112;14/02/2012;29/01/2012;SO46955;389;358;3;1229,459;3688,377
1113;18/06/2012;30/05/2012;SO48365;368;358;3;1229,459;3688,377
1114;15/11/2012;28/10/2012;SO50316;401;358;3;1229,459;3688,377
1115;11/02/2012;29/01/2012;SO47015;444;356;3;1242,852;3728,555
1116;16/06/2011;31/05/2011;SO44796;438;328;3;419,459;1258,377
1117;07/09/2011;29/08/2011;SO45525;631;332;3;419,459;1258,377
1118;18/09/2013;29/08/2013;SO65296;595;586;3;445,410;1336,230
1119;10/09/2013;29/08/2013;SO65296;595;560;3;728,910;2186,730
1120;19/05/2013;30/04/2013;SO57176;401;474;3;41,994;125,982
1121;14/09/2013;29/08/2013;SO65256;438;580;3;1020,594;3061,782
1122;16/06/2011;31/05/2011;SO44796;438;322;3;419,459;1258,377
1123;09/06/2011;31/05/2011;SO44796;438;324;3;419,459;1258,377
1124;17/06/2011;31/05/2011;SO44796;438;326;3;419,459;1258,377
1125;10/01/2011;29/12/2010;SO43694;315;235;3;28,840;86,521
1126;10/02/2011;29/01/2011;SO43851;558;342;3;419,459;1258,377
1127;21/03/2011;01/03/2011;SO44131;576;349;3;2024,994;6074,982
1128;20/04/2011;31/03/2011;SO44309;549;338;3;419,459;1258,377
1129;17/05/2011;01/05/2011;SO44509;328;319;3;874,794;2624,382
1130;11/05/2011;01/05/2011;SO44538;167;316;3;874,794;2624,382
1131;16/06/2011;31/05/2011;SO44760;473;272;3;183,938;551,815
1132;11/06/2011;31/05/2011;SO44772;579;326;3;419,459;1258,377
1133;16/06/2011;31/05/2011;SO44772;579;330;3;419,459;1258,377
1134;14/06/2011;31/05/2011;SO44780;222;270;3;183,938;551,815
1135;17/08/2011;01/08/2011;SO45278;191;313;3;2146,962;6440,886
1136;19/08/2011;01/08/2011;SO45284;533;315;3;874,794;2624,382
1137;11/08/2011;01/08/2011;SO45299;240;220;3;20,187;60,560
1138;10/08/2011;01/08/2011;SO45334;309;350;3;2024,994;6074,982
1139;07/09/2011;29/08/2011;SO45527;155;319;3;874,794;2624,382
1140;18/09/2011;29/08/2011;SO45557;222;324;3;419,459;1258,377
1141;06/09/2011;29/08/2011;SO45561;143;319;3;874,794;2624,382
1142;12/10/2011;29/09/2011;SO45793;618;334;3;419,459;1258,377
1143;12/10/2011;29/09/2011;SO45798;203;342;3;419,459;1258,377
1144;16/10/2011;29/09/2011;SO45799;491;311;3;2146,962;6440,886
1145;06/10/2011;29/09/2011;SO45805;549;324;3;419,459;1258,377
1146;13/11/2011;29/10/2011;SO46036;558;270;3;183,938;551,815
1147;12/11/2011;29/10/2011;SO46044;533;310;3;2146,962;6440,886
1148;08/11/2011;29/10/2011;SO46058;240;342;3;419,459;1258,377
1149;14/11/2011;29/10/2011;SO46103;40;223;3;5,187;15,560
1150;20/12/2011;29/11/2011;SO46343;273;223;3;5,187;15,560
1151;11/12/2011;29/11/2011;SO46344;418;311;3;2146,962;6440,886
1152;18/01/2012;29/12/2011;SO46604;676;401;3;65,602;196,805
1153;11/01/2012;29/12/2011;SO46620;618;271;3;202,332;606,996
1154;10/01/2012;29/12/2011;SO46630;530;453;3;35,994;107,982
1155;19/01/2012;29/12/2011;SO46642;4;327;3;234,897;704,691
1156;11/01/2012;29/12/2011;SO46673;315;213;3;16,822;50,466
1157;05/02/2012;29/01/2012;SO46944;697;427;3;209,256;627,768
1158;14/02/2012;29/01/2012;SO46970;258;329;3;469,794;1409,382
1159;19/02/2012;29/01/2012;SO46992;97;286;3;183,938;551,815
1160;18/02/2012;29/01/2012;SO46996;512;331;3;469,794;1409,382
1161;13/02/2012;29/01/2012;SO47027;436;213;3;20,187;60,560
1162;19/02/2012;29/01/2012;SO47039;385;352;3;1242,852;3728,555
1163;06/02/2012;29/01/2012;SO47056;403;433;3;324,453;973,358
1164;16/03/2012;29/02/2012;SO47366;155;273;3;202,332;606,996
1165;08/03/2012;29/02/2012;SO47380;497;460;3;53,994;161,982
1166;09/03/2012;29/02/2012;SO47384;418;383;3;600,263;1800,788
1167;16/03/2012;29/02/2012;SO47409;579;461;3;53,994;161,982
1168;20/03/2012;29/02/2012;SO47411;10;352;3;1242,852;3728,555
1169;07/03/2012;29/02/2012;SO47434;61;427;3;209,256;627,768
1170;21/03/2012;29/02/2012;SO47455;170;371;3;1308,938;3926,813
1171;15/04/2012;30/03/2012;SO47658;4;329;3;469,794;1409,382
1172;07/04/2012;30/03/2012;SO47683;670;271;3;202,332;606,996
1173;08/05/2012;30/04/2012;SO47965;206;337;3;469,794;1409,382
1174;14/05/2012;30/04/2012;SO47988;533;341;3;469,794;1409,382
1175;20/05/2012;30/04/2012;SO48004;527;389;3;600,263;1800,788
1176;07/05/2012;30/04/2012;SO48016;97;433;3;324,453;973,358
1177;16/05/2012;30/04/2012;SO48022;570;412;3;180,129;540,387
1178;08/05/2012;30/04/2012;SO48065;79;221;3;20,187;60,560
1179;07/05/2012;30/04/2012;SO48080;403;464;3;14,129;42,387
1180;16/06/2012;30/05/2012;SO48292;149;216;3;20,187;60,560
1181;19/06/2012;30/05/2012;SO48296;173;325;3;469,794;1409,382
1182;14/06/2012;30/05/2012;SO48340;685;358;3;1229,459;3688,377
1183;07/06/2012;30/05/2012;SO48349;579;339;3;469,794;1409,382
1184;12/06/2012;30/05/2012;SO48350;10;367;3;647,994;1943,982
1185;12/06/2012;30/05/2012;SO48393;170;341;3;469,794;1409,382
1186;09/06/2012;30/05/2012;SO48395;585;236;3;28,840;86,521
1187;17/07/2012;30/06/2012;SO48739;252;360;3;1229,459;3688,377
1188;07/07/2012;30/06/2012;SO48740;4;341;3;469,794;1409,382
1189;09/07/2012;30/06/2012;SO48760;315;233;3;28,840;86,521
1190;12/07/2012;30/06/2012;SO48788;234;456;3;44,994;134,982
1191;20/08/2012;31/07/2012;SO49052;533;337;3;469,794;1409,382
1192;11/08/2012;31/07/2012;SO49127;436;422;3;67,539;202,617
1193;16/09/2012;28/08/2012;SO49468;588;364;3;647,994;1943,982
1194;10/09/2012;28/08/2012;SO49480;173;377;3;1308,938;3926,813
1195;13/09/2012;28/08/2012;SO49495;585;356;3;1242,852;3728,555
1196;15/10/2012;28/09/2012;SO49822;676;459;3;53,994;161,982
1197;19/10/2012;28/09/2012;SO49825;125;399;3;33,775;101,324
1198;08/10/2012;28/09/2012;SO49836;530;216;3;20,187;60,560
1199;13/10/2012;28/09/2012;SO49837;670;333;3;469,794;1409,382
1200;19/10/2012;28/09/2012;SO49861;7;412;3;180,129;540,387
1201;17/10/2012;28/09/2012;SO49869;315;213;3;20,187;60,560
1202;15/11/2012;28/10/2012;SO50221;527;389;3;600,263;1800,788
1203;16/11/2012;28/10/2012;SO50252;167;369;3;1466,010;4398,030
1204;07/11/2012;28/10/2012;SO50259;558;464;3;14,129;42,387
1205;14/11/2012;28/10/2012;SO50293;476;366;3;647,994;1943,982
1206;18/11/2012;28/10/2012;SO50295;352;358;3;1229,459;3688,377
1207;08/11/2012;28/10/2012;SO50304;79;216;3;20,187;60,560
1208;07/11/2012;28/10/2012;SO50307;612;435;3;324,453;973,358
1209;12/11/2012;28/10/2012;SO50312;642;453;3;35,994;107,982
1210;08/11/2012;28/10/2012;SO50313;403;335;3;469,794;1409,382
1211;07/12/2012;28/11/2012;SO50664;173;329;3;469,794;1409,382
1212;14/12/2012;28/11/2012;SO50676;497;352;3;1242,852;3728,555
1213;14/12/2012;28/11/2012;SO50696;579;385;3;600,263;1800,788
1214;15/12/2012;28/11/2012;SO50696;579;321;3;469,794;1409,382
1215;13/12/2012;28/11/2012;SO50712;418;385;3;600,263;1800,788
1216;16/01/2013;28/12/2012;SO51127;506;402;3;72,162;216,486
1217;15/02/2013;28/01/2013;SO51722;258;481;3;5,394;16,182
1218;06/02/2013;28/01/2013;SO51775;700;580;3;1020,594;3061,782
1219;16/02/2013;28/01/2013;SO51783;697;361;3;1376,994;4130,982
1220;08/02/2013;28/01/2013;SO51791;552;604;3;323,994;971,982
1221;09/02/2013;28/01/2013;SO51793;479;382;3;672,294;2016,882
1222;17/02/2013;28/01/2013;SO51809;309;595;3;338,994;1016,982
1223;09/02/2013;28/01/2013;SO51822;546;400;3;37,152;111,456
1224;11/02/2013;28/01/2013;SO51845;312;594;3;338,994;1016,982
1225;19/03/2013;28/02/2013;SO53454;149;527;3;158,430;475,290
1226;17/03/2013;28/02/2013;SO53464;155;374;3;1466,010;4398,030
1227;09/03/2013;28/02/2013;SO53533;509;514;3;63,900;191,700
1228;21/03/2013;28/02/2013;SO53560;539;554;3;54,942;164,826
1229;10/03/2013;28/02/2013;SO53560;539;484;3;4,770;14,310
1230;15/03/2013;28/02/2013;SO53563;170;380;3;1466,010;4398,030
1231;16/03/2013;28/02/2013;SO53569;55;603;3;72,894;218,682
1232;09/03/2013;28/02/2013;SO53580;648;589;3;461,694;1385,082
1233;08/04/2013;30/03/2013;SO55253;530;600;3;323,994;971,982
1234;18/04/2013;30/03/2013;SO55261;594;588;3;461,694;1385,082
1235;11/04/2013;30/03/2013;SO55299;110;523;3;31,584;94,752
1236;10/04/2013;30/03/2013;SO55299;110;552;3;54,894;164,682
1237;19/04/2013;30/03/2013;SO55319;94;527;3;158,430;475,290
1238;13/05/2013;30/04/2013;SO57017;206;546;3;37,254;111,762
1239;13/05/2013;30/04/2013;SO57019;64;577;3;728,910;2186,730
1240;13/05/2013;30/04/2013;SO57024;264;566;3;445,410;1336,230
1241;21/05/2013;30/04/2013;SO57105;697;524;3;158,430;475,290
1242;09/05/2013;30/04/2013;SO57106;449;531;3;149,874;449,622
1243;18/05/2013;30/04/2013;SO57121;79;477;3;2,994;8,982
1244;13/05/2013;30/04/2013;SO57131;131;562;3;1430,442;4291,326
1245;11/05/2013;30/04/2013;SO57137;309;359;3;1376,994;4130,982
1246;12/05/2013;30/04/2013;SO57144;312;357;3;1391,994;4175,982
1247;09/05/2013;30/04/2013;SO57152;661;593;3;338,994;1016,982
1248;14/05/2013;30/04/2013;SO57186;546;472;3;38,100;114,300
1249;09/06/2013;30/05/2013;SO58906;149;477;3;2,994;8,982
1250;07/06/2013;30/05/2013;SO58928;327;488;3;32,394;97,182
1251;10/06/2013;30/05/2013;SO58961;182;571;3;445,410;1336,230
1252;17/06/2013;30/05/2013;SO59007;636;436;3;356,898;1070,694
1253;20/06/2013;30/05/2013;SO59023;61;487;3;32,994;98,982
1254;10/06/2013;30/05/2013;SO59071;170;372;3;1466,010;4398,030
1255;10/07/2013;30/06/2013;SO61193;4;374;3;1466,010;4398,030
1256;19/07/2013;30/06/2013;SO61209;594;363;3;1376,994;4130,982
1257;10/07/2013;30/06/2013;SO61219;691;579;3;728,910;2186,730
1258;16/07/2013;30/06/2013;SO61230;530;596;3;323,994;971,982
1259;08/07/2013;30/06/2013;SO61244;110;552;3;54,894;164,682
1260;19/08/2013;31/07/2013;SO63132;479;376;3;1466,010;4398,030
1261;18/08/2013;31/07/2013;SO63213;97;583;3;1020,594;3061,782
1262;10/08/2013;31/07/2013;SO63257;79;583;3;1020,594;3061,782
1263;13/08/2013;31/07/2013;SO63281;476;475;3;41,994;125,982
1264;21/08/2013;31/07/2013;SO63285;436;471;3;38,100;114,300
1265;14/08/2013;31/07/2013;SO63290;100;511;3;218,454;655,362
1266;09/09/2013;29/08/2013;SO65188;497;600;3;323,994;971,982
1267;13/09/2013;29/08/2013;SO65215;418;374;3;1466,010;4398,030
1268;17/09/2013;29/08/2013;SO65248;170;582;3;1020,594;3061,782
1269;09/09/2013;29/08/2013;SO65257;539;571;3;445,410;1336,230
1270;13/10/2013;29/09/2013;SO67277;530;527;3;158,430;475,290
1271;13/10/2013;29/09/2013;SO67279;331;579;3;728,910;2186,730
1272;09/10/2013;29/09/2013;SO67287;491;582;3;1020,594;3061,782
1273;14/10/2013;29/09/2013;SO67292;4;376;3;1466,010;4398,030
1274;09/10/2013;29/09/2013;SO67322;110;569;3;445,410;1336,230
1275;06/10/2013;29/09/2013;SO67322;110;577;3;728,910;2186,730
1276;08/11/2013;29/10/2013;SO69412;328;384;3;672,294;2016,882
1277;19/11/2013;29/10/2013;SO69413;43;515;3;16,272;48,816
1278;11/11/2013;29/10/2013;SO69478;479;465;3;14,694;44,082
1279;17/11/2013;29/10/2013;SO69479;552;605;3;323,994;971,982
1280;10/11/2013;29/10/2013;SO69503;79;382;3;672,294;2016,882
1281;19/11/2013;29/10/2013;SO69515;255;604;3;323,994;971,982
1282;12/11/2013;29/10/2013;SO69528;309;225;3;5,394;16,182
1283;08/11/2013;29/10/2013;SO69560;100;511;3;218,454;655,362
1284;08/11/2013;29/10/2013;SO69561;546;587;3;461,694;1385,082
1285;10/12/2013;29/11/2013;SO71779;149;298;3;809,760;2429,280
1286;13/12/2013;29/11/2013;SO71800;282;601;3;32,394;97,182
1287;07/12/2013;29/11/2013;SO71803;327;544;3;48,594;145,782
1288;15/12/2013;29/11/2013;SO71819;197;487;3;32,994;98,982
1289;06/12/2013;29/11/2013;SO71833;182;601;3;32,394;97,182
1290;12/12/2013;29/11/2013;SO71841;10;591;3;112,998;338,994
1291;15/12/2013;29/11/2013;SO71894;539;571;3;445,410;1336,230
1292;10/12/2013;29/11/2013;SO71896;648;589;3;461,694;1385,082
1293;07/12/2013;29/11/2013;SO71902;61;595;3;112,998;338,994
1294;07/12/2013;29/11/2013;SO71947;179;492;3;602,346;1807,038
1295;19/01/2012;29/12/2011;SO46666;234;373;3;1308,938;3926,813
1296;09/02/2012;29/01/2012;SO47056;403;373;3;1308,938;3926,813
1297;15/03/2012;29/02/2012;SO47366;155;373;3;1308,938;3926,813
1298;10/03/2012;29/02/2012;SO47455;170;373;3;1308,938;3926,813
1299;06/04/2012;30/03/2012;SO47675;618;373;3;1308,938;3926,813
1300;10/05/2012;30/04/2012;SO48065;79;373;3;1308,938;3926,813
1301;20/08/2012;31/07/2012;SO49076;167;373;3;1308,938;3926,813
1302;11/02/2013;28/01/2013;SO51715;43;590;3;461,694;1385,082
1303;21/05/2013;30/04/2013;SO57036;43;588;3;461,694;1385,082
1304;13/08/2013;31/07/2013;SO63266;352;590;3;461,694;1385,082
