FinanceKey;Date;OrganizationKey;DepartmentGroupKey;AccountKey;Scenario;Amount
6405;01/07/2011;5;6;52;Budget;4115,55
6406;01/07/2011;5;6;53;Budget;1961,59
6407;01/07/2011;5;6;56;Budget;35849,39
6408;01/07/2011;5;6;57;Budget;4209,98
6409;01/07/2011;5;6;60;Budget;40611,71
6410;01/07/2011;5;6;61;Budget;3236,08
6411;01/07/2011;5;6;62;Budget;2657,65
6412;01/07/2011;5;6;63;Budget;3600,53
6413;01/07/2011;5;6;65;Budget;667,34
6414;01/07/2011;5;6;66;Budget;503,96
6415;01/07/2011;5;6;67;Budget;200,48
6416;01/07/2011;5;6;68;Budget;128,3
6417;01/07/2011;5;6;69;Budget;62,8
6418;01/07/2011;5;6;71;Budget;82,59
6419;01/07/2011;5;6;72;Budget;344,7
6420;01/07/2011;5;6;73;Budget;201,2
6421;01/07/2011;5;6;74;Budget;217,63
6422;01/07/2011;5;6;76;Budget;1200,98
6423;01/07/2011;5;6;77;Budget;486,42
6424;01/07/2011;5;6;78;Budget;202,3
6425;01/07/2011;5;6;80;Budget;901,8
6426;01/07/2011;5;6;81;Budget;281,85
6427;01/07/2011;5;6;82;Budget;65,57
6428;01/07/2011;5;6;83;Budget;145,57
6429;01/07/2011;5;6;84;Budget;194,27
6430;01/07/2011;5;6;85;Budget;140,42
6431;01/07/2011;5;6;87;Budget;597,8
6432;01/07/2011;5;6;89;Budget;79,63
6433;01/07/2011;5;6;90;Budget;220,93
6434;01/07/2011;5;6;91;Budget;-152,98
6435;01/07/2011;5;6;92;Budget;413,15
6436;01/07/2011;5;6;94;Budget;2861,45
6437;01/07/2011;5;6;51;Budget;82686,37
6438;01/07/2011;3;6;52;Budget;4038,58
6439;01/07/2011;3;6;53;Budget;5893,23
6440;01/07/2011;3;6;56;Budget;44917,49
6441;01/07/2011;3;6;57;Budget;1103
6442;01/07/2011;3;6;60;Budget;12577,98
6443;01/07/2011;3;6;61;Budget;741,15
6444;01/07/2011;3;6;62;Budget;542,78
6445;01/07/2011;3;6;63;Budget;1645,59
6446;01/07/2011;3;6;65;Budget;197,14
6447;01/07/2011;3;6;66;Budget;222,51
6448;01/07/2011;3;6;67;Budget;73,75
6449;01/07/2011;3;6;68;Budget;62,17
6450;01/07/2011;3;6;69;Budget;21,02
6451;01/07/2011;3;6;71;Budget;56,35
6452;01/07/2011;3;6;72;Budget;106,6
6453;01/07/2011;3;6;73;Budget;160,9
6454;01/07/2011;3;6;74;Budget;123,97
6455;01/07/2011;3;6;76;Budget;965,13
6456;01/07/2011;3;6;77;Budget;201,73
6457;01/07/2011;3;6;78;Budget;67,93
6458;01/07/2011;3;6;80;Budget;684,55
6459;01/07/2011;3;6;81;Budget;333,56
6460;01/07/2011;3;6;82;Budget;39,7
6461;01/07/2011;3;6;83;Budget;148,23
6462;01/07/2011;3;6;84;Budget;133,7
6463;01/07/2011;3;6;85;Budget;119,54
6464;01/07/2011;3;6;87;Budget;307,55
6465;01/07/2011;3;6;89;Budget;163,17
6466;01/07/2011;3;6;90;Budget;242,32
6467;01/07/2011;3;6;91;Budget;-230,2
6468;01/07/2011;3;6;92;Budget;253,83
6469;01/07/2011;3;6;94;Budget;10978,44
6470;01/07/2011;3;6;51;Budget;162919,07
6471;01/07/2011;7;6;52;Budget;2708,83
6472;01/07/2011;7;6;53;Budget;-1290,5
6473;01/07/2011;7;6;56;Budget;51721,25
6474;01/07/2011;7;6;57;Budget;1453,8
6475;01/07/2011;7;6;60;Budget;48666,4
6476;01/07/2011;7;6;61;Budget;2627,75
6477;01/07/2011;7;6;62;Budget;3188,16
6478;01/07/2011;7;6;63;Budget;5303,99
6479;01/07/2011;7;6;65;Budget;493,85
6480;01/07/2011;7;6;66;Budget;545,07
6481;01/07/2011;7;6;67;Budget;180,83
6482;01/07/2011;7;6;68;Budget;171,55
6483;01/07/2011;7;6;69;Budget;33,48
6484;01/07/2011;7;6;71;Budget;40,21
6485;01/07/2011;7;6;72;Budget;95,84
6486;01/07/2011;7;6;73;Budget;334,15
6487;01/07/2011;7;6;74;Budget;196,1
6488;01/07/2011;7;6;76;Budget;1563,1
6489;01/07/2011;7;6;77;Budget;613,13
6490;01/07/2011;7;6;78;Budget;131,38
6491;01/07/2011;7;6;80;Budget;521,44
6492;01/07/2011;7;6;81;Budget;563,67
6493;01/07/2011;7;6;82;Budget;52,09
6494;01/07/2011;7;6;83;Budget;261,35
6495;01/07/2011;7;6;84;Budget;207,48
6496;01/07/2011;7;6;85;Budget;171,31
6497;01/07/2011;7;6;87;Budget;957,79
6498;01/07/2011;7;6;89;Budget;240,22
6499;01/07/2011;7;6;90;Budget;380,56
6500;01/07/2011;7;6;91;Budget;-221,26
6501;01/07/2011;7;6;92;Budget;255,78
6502;01/07/2011;7;6;94;Budget;9513,82
6503;01/07/2011;7;6;51;Budget;112947,71
6504;01/07/2011;8;6;52;Budget;4365,27
6505;01/07/2011;8;6;53;Budget;27170,57
6506;01/07/2011;8;6;54;Budget;173,03
6507;01/07/2011;8;6;56;Budget;66228,71
6508;01/07/2011;8;6;57;Budget;2227,02
6509;01/07/2011;8;6;60;Budget;22361,47
6510;01/07/2011;8;6;61;Budget;970,55
6511;01/07/2011;8;6;62;Budget;1979,08
6512;01/07/2011;8;6;63;Budget;8705,01
6513;01/07/2011;8;6;65;Budget;211,18
6514;01/07/2011;8;6;66;Budget;416,76
6515;01/07/2011;8;6;67;Budget;89,66
6516;01/07/2011;8;6;68;Budget;99,9
6517;01/07/2011;8;6;69;Budget;27,94
6518;01/07/2011;8;6;71;Budget;24,33
6519;01/07/2011;8;6;72;Budget;1374,17
6520;01/07/2011;8;6;73;Budget;208,3
6521;01/07/2011;8;6;74;Budget;279,9
6522;01/07/2011;8;6;76;Budget;2538,44
6523;01/07/2011;8;6;77;Budget;377,02
6524;01/07/2011;8;6;78;Budget;77,76
6525;01/07/2011;8;6;80;Budget;675,91
6526;01/07/2011;8;6;81;Budget;163,24
6527;01/07/2011;8;6;82;Budget;19,04
6528;01/07/2011;8;6;83;Budget;116,07
6529;01/07/2011;8;6;84;Budget;80,85
6530;01/07/2011;8;6;85;Budget;76,97
6531;01/07/2011;8;6;87;Budget;387,28
6532;01/07/2011;8;6;89;Budget;90,21
6533;01/07/2011;8;6;90;Budget;150,95
6534;01/07/2011;8;6;91;Budget;-148,49
6535;01/07/2011;8;6;92;Budget;285,2
6536;01/07/2011;8;6;94;Budget;22688,76
6537;01/07/2011;8;6;51;Budget;237259,86
6538;01/07/2011;8;1;60;Budget;32573,19
6539;01/07/2011;8;1;61;Budget;4524,03
6540;01/07/2011;8;1;62;Budget;3921,59
6541;01/07/2011;8;1;65;Budget;379,94
6542;01/07/2011;8;1;66;Budget;467,95
6543;01/07/2011;8;1;67;Budget;380,39
6544;01/07/2011;8;1;68;Budget;255,17
6545;01/07/2011;8;1;69;Budget;50,15
6546;01/07/2011;8;1;71;Budget;99,85
6547;01/07/2011;8;1;73;Budget;571,71
6548;01/07/2011;8;1;74;Budget;238,91
6549;01/07/2011;8;1;76;Budget;635,08
6550;01/07/2011;8;1;77;Budget;1044,71
6551;01/07/2011;8;1;78;Budget;393,06
6552;01/07/2011;8;1;80;Budget;1309,86
6553;01/07/2011;8;1;81;Budget;350,5
6554;01/07/2011;8;1;82;Budget;84,34
6555;01/07/2011;8;1;83;Budget;270,92
6556;01/07/2011;8;1;84;Budget;214,61
6557;01/07/2011;8;1;85;Budget;118,83
6558;01/07/2011;8;1;87;Budget;1450,41
6559;01/07/2011;8;1;89;Budget;165,88
6560;01/07/2011;8;1;90;Budget;390,91
6561;01/07/2011;8;1;91;Budget;-153,21
6562;01/07/2011;8;1;92;Budget;360,77
6563;01/07/2011;8;1;94;Budget;324,05
6564;01/07/2011;7;1;60;Budget;36887,22
6565;01/07/2011;7;1;61;Budget;2576,56
6566;01/07/2011;7;1;62;Budget;2995,19
6567;01/07/2011;7;1;65;Budget;818,08
6568;01/07/2011;7;1;66;Budget;747,78
6569;01/07/2011;7;1;67;Budget;553,32
6570;01/07/2011;7;1;68;Budget;392,72
6571;01/07/2011;7;1;69;Budget;65,5
6572;01/07/2011;7;1;71;Budget;69,8
6573;01/07/2011;7;1;73;Budget;323,54
6574;01/07/2011;7;1;74;Budget;258,45
6575;01/07/2011;7;1;76;Budget;649,81
6576;01/07/2011;7;1;77;Budget;973,23
6577;01/07/2011;7;1;78;Budget;313,65
6578;01/07/2011;7;1;80;Budget;646,38
6579;01/07/2011;7;1;81;Budget;487,75
6580;01/07/2011;7;1;82;Budget;74,41
6581;01/07/2011;7;1;83;Budget;161,66
6582;01/07/2011;7;1;84;Budget;271,39
6583;01/07/2011;7;1;85;Budget;293,39
6584;01/07/2011;7;1;87;Budget;1012,63
6585;01/07/2011;7;1;89;Budget;236,01
6586;01/07/2011;7;1;90;Budget;291,6
6587;01/07/2011;7;1;91;Budget;-237,45
6588;01/07/2011;7;1;92;Budget;555,23
6589;01/07/2011;7;1;94;Budget;214,92
6590;01/07/2011;5;1;60;Budget;17533,76
6591;01/07/2011;5;1;61;Budget;2901,93
6592;01/07/2011;5;1;62;Budget;1739,35
6593;01/07/2011;5;1;65;Budget;347,44
6594;01/07/2011;5;1;66;Budget;254,56
6595;01/07/2011;5;1;67;Budget;159,6
6596;01/07/2011;5;1;68;Budget;109,31
6597;01/07/2011;5;1;69;Budget;25,77
6598;01/07/2011;5;1;71;Budget;53,7
6599;01/07/2011;5;1;73;Budget;365,13
6600;01/07/2011;5;1;74;Budget;161,12
6601;01/07/2011;5;1;76;Budget;381,95
6602;01/07/2011;5;1;77;Budget;724,34
6603;01/07/2011;5;1;78;Budget;118,36
6604;01/07/2011;5;1;80;Budget;598,52
6605;01/07/2011;5;1;81;Budget;238,18
6606;01/07/2011;5;1;82;Budget;41,8
6607;01/07/2011;5;1;83;Budget;108,35
6608;01/07/2011;5;1;84;Budget;74,33
6609;01/07/2011;5;1;85;Budget;82,72
6610;01/07/2011;5;1;87;Budget;438,9
6611;01/07/2011;5;1;89;Budget;111,43
6612;01/07/2011;5;1;90;Budget;125,06
6613;01/07/2011;5;1;91;Budget;-196,88
6614;01/07/2011;5;1;92;Budget;388,42
6615;01/07/2011;5;1;94;Budget;153,25
6616;01/07/2011;4;1;60;Budget;69421
6617;01/07/2011;4;1;61;Budget;6529,45
6618;01/07/2011;4;1;62;Budget;5523,7
6619;01/07/2011;4;1;65;Budget;1207,61
6620;01/07/2011;4;1;66;Budget;454,69
6621;01/07/2011;4;1;67;Budget;438,52
6622;01/07/2011;4;1;68;Budget;406,93
6623;01/07/2011;4;1;69;Budget;123,24
6624;01/07/2011;4;1;71;Budget;93,23
6625;01/07/2011;4;1;73;Budget;726,08
6626;01/07/2011;4;1;74;Budget;260,45
6627;01/07/2011;4;1;76;Budget;640,42
6628;01/07/2011;4;1;77;Budget;583,7
6629;01/07/2011;4;1;78;Budget;225,96
6630;01/07/2011;4;1;80;Budget;1323,22
6631;01/07/2011;4;1;81;Budget;860,51
6632;01/07/2011;4;1;82;Budget;91,22
6633;01/07/2011;4;1;83;Budget;300,34
6634;01/07/2011;4;1;84;Budget;260,9
6635;01/07/2011;4;1;85;Budget;194,66
6636;01/07/2011;4;1;87;Budget;1142,7
6637;01/07/2011;4;1;89;Budget;247,01
6638;01/07/2011;4;1;90;Budget;305,79
6639;01/07/2011;4;1;91;Budget;-140,1
6640;01/07/2011;4;1;92;Budget;349,65
6641;01/07/2011;4;1;94;Budget;115,46
6642;01/07/2011;3;1;60;Budget;26127,67
6643;01/07/2011;3;1;61;Budget;2757,3
6644;01/07/2011;3;1;62;Budget;3610,06
6645;01/07/2011;3;1;65;Budget;684,48
6646;01/07/2011;3;1;66;Budget;531,25
6647;01/07/2011;3;1;67;Budget;245,02
6648;01/07/2011;3;1;68;Budget;147,34
6649;01/07/2011;3;1;69;Budget;50,74
6650;01/07/2011;3;1;71;Budget;37,08
6651;01/07/2011;3;1;73;Budget;341,94
6652;01/07/2011;3;1;74;Budget;209,96
6653;01/07/2011;3;1;76;Budget;540,19
6654;01/07/2011;3;1;77;Budget;351,42
6655;01/07/2011;3;1;78;Budget;108,43
6656;01/07/2011;3;1;80;Budget;965,79
6657;01/07/2011;3;1;81;Budget;455,02
6658;01/07/2011;3;1;82;Budget;35,08
6659;01/07/2011;3;1;83;Budget;99,1
6660;01/07/2011;3;1;84;Budget;185,06
6661;01/07/2011;3;1;85;Budget;143,6
6662;01/07/2011;3;1;87;Budget;706,42
6663;01/07/2011;3;1;89;Budget;261,03
6664;01/07/2011;3;1;90;Budget;299,87
6665;01/07/2011;3;1;91;Budget;-192,46
6666;01/07/2011;3;1;92;Budget;370,27
6667;01/07/2011;3;1;94;Budget;260,17
6668;01/07/2011;6;1;60;Budget;36220,26
6669;01/07/2011;6;1;61;Budget;1217,98
6670;01/07/2011;6;1;62;Budget;2520,15
6671;01/07/2011;6;1;65;Budget;607,86
6672;01/07/2011;6;1;66;Budget;542,56
6673;01/07/2011;6;1;67;Budget;149,5
6674;01/07/2011;6;1;68;Budget;152,68
6675;01/07/2011;6;1;69;Budget;61,89
6676;01/07/2011;6;1;71;Budget;27,43
6677;01/07/2011;6;1;73;Budget;321,11
6678;01/07/2011;6;1;74;Budget;142,92
6679;01/07/2011;6;1;76;Budget;267,32
6680;01/07/2011;6;1;77;Budget;400,19
6681;01/07/2011;6;1;78;Budget;206,42
6682;01/07/2011;6;1;80;Budget;946,43
6683;01/07/2011;6;1;81;Budget;555,39
6684;01/07/2011;6;1;82;Budget;24,31
6685;01/07/2011;6;1;83;Budget;132,59
6686;01/07/2011;6;1;84;Budget;145,96
6687;01/07/2011;6;1;85;Budget;72,65
6688;01/07/2011;6;1;87;Budget;424,09
6689;01/07/2011;6;1;89;Budget;125,51
6690;01/07/2011;6;1;90;Budget;326,38
6691;01/07/2011;6;1;91;Budget;-133,31
6692;01/07/2011;6;1;92;Budget;210,61
6693;01/07/2011;6;1;94;Budget;103,19
6694;01/07/2011;6;1;60;Actual;24336
6695;01/07/2011;6;1;61;Actual;2190
6696;01/07/2011;6;1;62;Actual;2190
6697;01/07/2011;6;1;65;Actual;433
6698;01/07/2011;6;1;66;Actual;394
6699;01/07/2011;6;1;67;Actual;199
6700;01/07/2011;6;1;68;Actual;146
6701;01/07/2011;6;1;69;Actual;43
6702;01/07/2011;6;1;71;Actual;35
6703;01/07/2011;6;1;73;Actual;266
6704;01/07/2011;6;1;74;Actual;157
6705;01/07/2011;6;1;76;Actual;304
6706;01/07/2011;6;1;77;Actual;547
6707;01/07/2011;6;1;78;Actual;157
6708;01/07/2011;6;1;80;Actual;620
6709;01/07/2011;6;1;81;Actual;384
6710;01/07/2011;6;1;82;Actual;38
6711;01/07/2011;6;1;83;Actual;136
6712;01/07/2011;6;1;84;Actual;118
6713;01/07/2011;6;1;85;Actual;109
6714;01/07/2011;6;1;87;Actual;527
6715;01/07/2011;6;1;89;Actual;177
6716;01/07/2011;6;1;90;Actual;272
6717;01/07/2011;6;1;91;Actual;-218
6718;01/07/2011;6;1;92;Actual;363
6719;01/07/2011;6;1;94;Actual;87
6720;01/07/2011;3;1;60;Actual;24700
6721;01/07/2011;3;1;61;Actual;2964
6722;01/07/2011;3;1;62;Actual;2470
6723;01/07/2011;3;1;65;Actual;585
6724;01/07/2011;3;1;66;Actual;532
6725;01/07/2011;3;1;67;Actual;260
6726;01/07/2011;3;1;68;Actual;195
6727;01/07/2011;3;1;69;Actual;59
6728;01/07/2011;3;1;71;Actual;39
6729;01/07/2011;3;1;73;Actual;338
6730;01/07/2011;3;1;74;Actual;149
6731;01/07/2011;3;1;76;Actual;358
6732;01/07/2011;3;1;77;Actual;644
6733;01/07/2011;3;1;78;Actual;172
6734;01/07/2011;3;1;80;Actual;703
6735;01/07/2011;3;1;81;Actual;435
6736;01/07/2011;3;1;82;Actual;45
6737;01/07/2011;3;1;83;Actual;155
6738;01/07/2011;3;1;84;Actual;137
6739;01/07/2011;3;1;85;Actual;124
6740;01/07/2011;3;1;87;Actual;585
6741;01/07/2011;3;1;89;Actual;267
6742;01/07/2011;3;1;90;Actual;409
6743;01/07/2011;3;1;91;Actual;-327
6744;01/07/2011;3;1;92;Actual;546
6745;01/07/2011;3;1;94;Actual;256
6746;01/07/2011;4;1;60;Actual;47520
6747;01/07/2011;4;1;61;Actual;5702
6748;01/07/2011;4;1;62;Actual;4276
6749;01/07/2011;4;1;65;Actual;836
6750;01/07/2011;4;1;66;Actual;760
6751;01/07/2011;4;1;67;Actual;385
6752;01/07/2011;4;1;68;Actual;286
6753;01/07/2011;4;1;69;Actual;84
6754;01/07/2011;4;1;71;Actual;77
6755;01/07/2011;4;1;73;Actual;514
6756;01/07/2011;4;1;74;Actual;256
6757;01/07/2011;4;1;76;Actual;577
6758;01/07/2011;4;1;77;Actual;1039
6759;01/07/2011;4;1;78;Actual;278
6760;01/07/2011;4;1;80;Actual;1051
6761;01/07/2011;4;1;81;Actual;650
6762;01/07/2011;4;1;82;Actual;63
6763;01/07/2011;4;1;83;Actual;220
6764;01/07/2011;4;1;84;Actual;180
6765;01/07/2011;4;1;85;Actual;176
6766;01/07/2011;4;1;87;Actual;990
6767;01/07/2011;4;1;89;Actual;176
6768;01/07/2011;4;1;90;Actual;270
6769;01/07/2011;4;1;91;Actual;-216
6770;01/07/2011;4;1;92;Actual;360
6771;01/07/2011;4;1;94;Actual;96
6772;01/07/2011;5;1;60;Actual;27160
6773;01/07/2011;5;1;61;Actual;2987
6774;01/07/2011;5;1;62;Actual;1901
6775;01/07/2011;5;1;65;Actual;399
6776;01/07/2011;5;1;66;Actual;363
6777;01/07/2011;5;1;67;Actual;189
6778;01/07/2011;5;1;68;Actual;140
6779;01/07/2011;5;1;69;Actual;40
6780;01/07/2011;5;1;71;Actual;70
6781;01/07/2011;5;1;73;Actual;273
6782;01/07/2011;5;1;74;Actual;193
6783;01/07/2011;5;1;76;Actual;339
6784;01/07/2011;5;1;77;Actual;611
6785;01/07/2011;5;1;78;Actual;185
6786;01/07/2011;5;1;80;Actual;705
6787;01/07/2011;5;1;81;Actual;436
6788;01/07/2011;5;1;82;Actual;43
6789;01/07/2011;5;1;83;Actual;152
6790;01/07/2011;5;1;84;Actual;130
6791;01/07/2011;5;1;85;Actual;122
6792;01/07/2011;5;1;87;Actual;630
6793;01/07/2011;5;1;89;Actual;127
6794;01/07/2011;5;1;90;Actual;195
6795;01/07/2011;5;1;91;Actual;-156
6796;01/07/2011;5;1;92;Actual;260
6797;01/07/2011;5;1;94;Actual;192
6798;01/07/2011;7;1;60;Actual;38000
6799;01/07/2011;7;1;61;Actual;3800
6800;01/07/2011;7;1;62;Actual;3420
6801;01/07/2011;7;1;65;Actual;820
6802;01/07/2011;7;1;66;Actual;746
6803;01/07/2011;7;1;67;Actual;370
6804;01/07/2011;7;1;68;Actual;280
6805;01/07/2011;7;1;69;Actual;82
6806;01/07/2011;7;1;71;Actual;50
6807;01/07/2011;7;1;73;Actual;494
6808;01/07/2011;7;1;74;Actual;266
6809;01/07/2011;7;1;76;Actual;535
6810;01/07/2011;7;1;77;Actual;963
6811;01/07/2011;7;1;78;Actual;280
6812;01/07/2011;7;1;80;Actual;1155
6813;01/07/2011;7;1;81;Actual;715
6814;01/07/2011;7;1;82;Actual;75
6815;01/07/2011;7;1;83;Actual;264
6816;01/07/2011;7;1;84;Actual;240
6817;01/07/2011;7;1;85;Actual;211
6818;01/07/2011;7;1;87;Actual;900
6819;01/07/2011;7;1;89;Actual;234
6820;01/07/2011;7;1;90;Actual;360
6821;01/07/2011;7;1;91;Actual;-288
6822;01/07/2011;7;1;92;Actual;480
6823;01/07/2011;7;1;94;Actual;368
6824;01/07/2011;8;1;60;Actual;38182,1
6825;01/07/2011;8;1;61;Actual;3819,33
6826;01/07/2011;8;1;62;Actual;2673,86
6827;01/07/2011;8;1;65;Actual;690,49
6828;01/07/2011;8;1;66;Actual;628,37
6829;01/07/2011;8;1;67;Actual;319,27
6830;01/07/2011;8;1;68;Actual;234,42
6831;01/07/2011;8;1;69;Actual;70,78
6832;01/07/2011;8;1;71;Actual;107,14
6833;01/07/2011;8;1;73;Actual;442
6834;01/07/2011;8;1;74;Actual;323,81
6835;01/07/2011;8;1;76;Actual;531,39
6836;01/07/2011;8;1;77;Actual;955,64
6837;01/07/2011;8;1;78;Actual;279,87
6838;01/07/2011;8;1;80;Actual;1058,68
6839;01/07/2011;8;1;81;Actual;655,64
6840;01/07/2011;8;1;82;Actual;64,72
6841;01/07/2011;8;1;83;Actual;226,84
6842;01/07/2011;8;1;84;Actual;193,51
6843;01/07/2011;8;1;85;Actual;181,39
6844;01/07/2011;8;1;87;Actual;955,64
6845;01/07/2011;8;1;89;Actual;188,96
6846;01/07/2011;8;1;90;Actual;290,48
6847;01/07/2011;8;1;91;Actual;-230,73
6848;01/07/2011;8;1;92;Actual;385,94
6849;01/07/2011;8;1;94;Actual;335,94
6850;01/07/2011;8;2;60;Actual;18546,88
6851;01/07/2011;8;2;61;Actual;2040,51
6852;01/07/2011;8;2;62;Actual;1484,44
6853;01/07/2011;8;2;65;Actual;305,63
6854;01/07/2011;8;2;66;Actual;276,84
6855;01/07/2011;8;2;67;Actual;141,99
6856;01/07/2011;8;2;68;Actual;105,63
6857;01/07/2011;8;2;69;Actual;31,38
6858;01/07/2011;8;2;71;Actual;23,81
6859;01/07/2011;8;2;73;Actual;195,02
6860;01/07/2011;8;2;74;Actual;308,66
6861;01/07/2011;8;2;76;Actual;229,87
6862;01/07/2011;8;2;77;Actual;413,21
6863;01/07/2011;8;2;78;Actual;154,11
6864;01/07/2011;8;2;80;Actual;511,7
6865;01/07/2011;8;2;81;Actual;316,24
6866;01/07/2011;8;2;82;Actual;32,9
6867;01/07/2011;8;2;83;Actual;116,23
6868;01/07/2011;8;2;84;Actual;104,11
6869;01/07/2011;8;2;85;Actual;93,51
6870;01/07/2011;8;2;87;Actual;410,18
6871;01/07/2011;8;2;89;Actual;101,08
6872;01/07/2011;8;2;90;Actual;155,63
6873;01/07/2011;8;2;91;Actual;-123,16
6874;01/07/2011;8;2;92;Actual;207,15
6875;01/07/2011;8;2;94;Actual;160,18
6876;01/07/2011;8;2;60;Budget;12532,83
6877;01/07/2011;8;2;61;Budget;1414,26
6878;01/07/2011;8;2;62;Budget;1888,6
6879;01/07/2011;8;2;65;Budget;253,61
6880;01/07/2011;8;2;66;Budget;201,37
6881;01/07/2011;8;2;67;Budget;151,12
6882;01/07/2011;8;2;68;Budget;129,26
6883;01/07/2011;8;2;69;Budget;21,77
6884;01/07/2011;8;2;71;Budget;18,67
6885;01/07/2011;8;2;73;Budget;295,97
6886;01/07/2011;8;2;74;Budget;387,99
6887;01/07/2011;8;2;76;Budget;173,5
6888;01/07/2011;8;2;77;Budget;594,75
6889;01/07/2011;8;2;78;Budget;189,48
6890;01/07/2011;8;2;80;Budget;397,08
6891;01/07/2011;8;2;81;Budget;240,26
6892;01/07/2011;8;2;82;Budget;43,36
6893;01/07/2011;8;2;83;Budget;156,99
6894;01/07/2011;8;2;84;Budget;94,34
6895;01/07/2011;8;2;85;Budget;57,53
6896;01/07/2011;8;2;87;Budget;453,21
6897;01/07/2011;8;2;89;Budget;142,25
6898;01/07/2011;8;2;90;Budget;89,83
6899;01/07/2011;8;2;91;Budget;-101,13
6900;01/07/2011;8;2;92;Budget;122,39
6901;01/07/2011;8;2;94;Budget;217,36
6902;01/07/2011;3;7;60;Budget;6404,03
6903;01/07/2011;3;7;61;Budget;785,64
6904;01/07/2011;3;7;62;Budget;462,39
6905;01/07/2011;3;7;65;Budget;88,82
6906;01/07/2011;3;7;66;Budget;51,18
6907;01/07/2011;3;7;67;Budget;28,45
6908;01/07/2011;3;7;68;Budget;34,54
6909;01/07/2011;3;7;69;Budget;9,46
6910;01/07/2011;3;7;71;Budget;8,35
6911;01/07/2011;3;7;73;Budget;48,6
6912;01/07/2011;3;7;74;Budget;70,79
6913;01/07/2011;3;7;76;Budget;95,78
6914;01/07/2011;3;7;77;Budget;107,78
6915;01/07/2011;3;7;78;Budget;37,42
6916;01/07/2011;3;7;80;Budget;183,1
6917;01/07/2011;3;7;81;Budget;70,83
6918;01/07/2011;3;7;82;Budget;13,38
6919;01/07/2011;3;7;83;Budget;34,58
6920;01/07/2011;3;7;84;Budget;37,4
6921;01/07/2011;3;7;85;Budget;16,23
6922;01/07/2011;3;7;87;Budget;172,41
6923;01/07/2011;3;7;89;Budget;46,5
6924;01/07/2011;3;7;90;Budget;110,52
6925;01/07/2011;3;7;91;Budget;-76
6926;01/07/2011;3;7;92;Budget;125,57
6927;01/07/2011;3;7;94;Budget;63,16
6928;01/07/2011;3;7;60;Actual;6000
6929;01/07/2011;3;7;61;Actual;540
6930;01/07/2011;3;7;62;Actual;360
6931;01/07/2011;3;7;65;Actual;74
6932;01/07/2011;3;7;66;Actual;67
6933;01/07/2011;3;7;67;Actual;35
6934;01/07/2011;3;7;68;Actual;26
6935;01/07/2011;3;7;69;Actual;7
6936;01/07/2011;3;7;71;Actual;8
6937;01/07/2011;3;7;73;Actual;53
6938;01/07/2011;3;7;74;Actual;79
6939;01/07/2011;3;7;76;Actual;70
6940;01/07/2011;3;7;77;Actual;126
6941;01/07/2011;3;7;78;Actual;44
6942;01/07/2011;3;7;80;Actual;154
6943;01/07/2011;3;7;81;Actual;96
6944;01/07/2011;3;7;82;Actual;10
6945;01/07/2011;3;7;83;Actual;33
6946;01/07/2011;3;7;84;Actual;29
6947;01/07/2011;3;7;85;Actual;26
6948;01/07/2011;3;7;87;Actual;135
6949;01/07/2011;3;7;89;Actual;56
6950;01/07/2011;3;7;90;Actual;85
6951;01/07/2011;3;7;91;Actual;-68
6952;01/07/2011;3;7;92;Actual;114
6953;01/07/2011;3;7;94;Actual;56
6954;01/07/2011;6;3;60;Budget;26091,74
6955;01/07/2011;6;3;61;Budget;2630,8
6956;01/07/2011;6;3;62;Budget;1185,03
6957;01/07/2011;6;3;65;Budget;151,4
6958;01/07/2011;6;3;66;Budget;347,7
6959;01/07/2011;6;3;67;Budget;174,31
6960;01/07/2011;6;3;68;Budget;64,62
6961;01/07/2011;6;3;69;Budget;38,88
6962;01/07/2011;6;3;71;Budget;47,04
6963;01/07/2011;6;3;73;Budget;120,05
6964;01/07/2011;6;3;74;Budget;91,39
6965;01/07/2011;6;3;76;Budget;216,82
6966;01/07/2011;6;3;77;Budget;407,39
6967;01/07/2011;6;3;78;Budget;234,82
6968;01/07/2011;6;3;80;Budget;525,49
6969;01/07/2011;6;3;81;Budget;366,58
6970;01/07/2011;6;3;82;Budget;45,99
6971;01/07/2011;6;3;83;Budget;130,84
6972;01/07/2011;6;3;84;Budget;144,75
6973;01/07/2011;6;3;85;Budget;167,48
6974;01/07/2011;6;3;87;Budget;703,67
6975;01/07/2011;6;3;89;Budget;161,61
6976;01/07/2011;6;3;90;Budget;412,45
6977;01/07/2011;6;3;91;Budget;-313,24
6978;01/07/2011;6;3;92;Budget;259,62
6979;01/07/2011;6;3;94;Budget;93,01
6980;01/07/2011;6;3;60;Actual;27560
6981;01/07/2011;6;3;61;Actual;3307
6982;01/07/2011;6;3;62;Actual;1378
6983;01/07/2011;6;3;65;Actual;267
6984;01/07/2011;6;3;66;Actual;242
6985;01/07/2011;6;3;67;Actual;130
6986;01/07/2011;6;3;68;Actual;98
6987;01/07/2011;6;3;69;Actual;27
6988;01/07/2011;6;3;71;Actual;59
6989;01/07/2011;6;3;73;Actual;211
6990;01/07/2011;6;3;74;Actual;107
6991;01/07/2011;6;3;76;Actual;293
6992;01/07/2011;6;3;77;Actual;527
6993;01/07/2011;6;3;78;Actual;168
6994;01/07/2011;6;3;80;Actual;648
6995;01/07/2011;6;3;81;Actual;401
