SalesHeaderKey;SalesOrderNumber;OrderDate;DueDate;ShipDate;CustomerKey;RegionKey;DiscountAmount;TotalAmount;SalesAmount
799;SO55245;30/03/2013;11/04/2013;06/04/2013;514;6;1809,30;68250,77;66441,47
895;SO57093;30/04/2013;12/05/2013;07/05/2013;479;6;1195,70;38991,89;37796,19
1264;SO58911;30/05/2013;11/06/2013;06/06/2013;173;6;882,62;27499,87;26617,25
910;SO61179;30/06/2013;12/07/2013;07/07/2013;227;6;1085,30;39248,36;38163,06
1144;SO63239;31/07/2013;12/08/2013;07/08/2013;84;6;425,62;15360,97;14935,35
972;SO67304;29/09/2013;11/10/2013;06/10/2013;227;6;2272,56;58150,78;55878,22
800;SO69522;29/10/2013;10/11/2013;05/11/2013;84;6;587,88;25458,45;24870,57
929;SO46608;29/12/2011;10/01/2012;05/01/2012;442;6;1236,88;47449,78;46212,90
1252;SO46645;29/12/2011;10/01/2012;05/01/2012;245;6;2844,04;101373,12;98529,09
1143;SO46938;29/01/2012;10/02/2012;05/02/2012;653;6;1433,20;53415,94;51982,74
754;SO47031;29/01/2012;10/02/2012;05/02/2012;352;6;1126,14;33233,80;32107,66
1073;SO47365;29/02/2012;12/03/2012;07/03/2012;678;6;3305,12;89881,27;86576,15
1101;SO47380;29/02/2012;12/03/2012;07/03/2012;497;6;1242,52;44036,76;42794,24
1103;SO47411;29/02/2012;12/03/2012;07/03/2012;10;6;1154,76;37498,46;36343,70
925;SO47413;29/02/2012;12/03/2012;07/03/2012;588;6;975,58;39384,78;38409,20
995;SO47673;30/03/2012;11/04/2012;06/04/2012;119;6;1130,70;30882,37;29751,67
962;SO47708;30/03/2012;11/04/2012;06/04/2012;496;6;1847,32;66791,86;64944,54
1196;SO47967;30/04/2012;12/05/2012;07/05/2012;653;6;975,08;38408,15;37433,07
1150;SO48053;30/04/2012;12/05/2012;07/05/2012;352;6;1221,74;38319,88;37098,14
874;SO48306;30/05/2012;11/06/2012;06/06/2012;678;6;3509,68;90167,31;86657,63
812;SO48340;30/05/2012;11/06/2012;06/06/2012;685;6;801,72;26664,60;25862,88
835;SO48351;30/05/2012;11/06/2012;06/06/2012;588;6;1232,98;36324,74;35091,76
837;SO48754;30/06/2012;12/07/2012;07/07/2012;442;6;521,02;24351,99;23830,97
999;SO48778;30/06/2012;12/07/2012;07/07/2012;496;6;2111,52;54444,91;52333,39
1342;SO49072;31/07/2012;12/08/2012;07/08/2012;354;6;339,14;10532,35;10193,21
1202;SO49467;28/08/2012;09/09/2012;04/09/2012;10;6;1013,44;38254,44;37241,00
1220;SO49468;28/08/2012;09/09/2012;04/09/2012;588;6;1351,34;36476,26;35124,92
1005;SO49501;28/08/2012;09/09/2012;04/09/2012;678;6;1168,04;47277,29;46109,25
1289;SO49507;28/08/2012;09/09/2012;04/09/2012;497;6;650,02;26975,86;26325,84
775;SO49513;28/08/2012;09/09/2012;04/09/2012;685;6;710,70;25731,58;25020,88
1125;SO49855;28/09/2012;10/10/2012;05/10/2012;442;6;1001,04;36148,76;35147,72
1138;SO49860;28/09/2012;10/10/2012;05/10/2012;119;6;1252,88;37997,66;36744,78
1088;SO49879;28/09/2012;10/10/2012;05/10/2012;496;6;1971,02;78423,33;76452,31
887;SO50195;28/10/2012;09/11/2012;04/11/2012;653;6;836,80;29654,26;28817,46
855;SO50295;28/10/2012;09/11/2012;04/11/2012;352;6;692,74;25309,33;24616,59
1146;SO50676;28/11/2012;10/12/2012;05/12/2012;497;6;908,98;34899,07;33990,09
850;SO50687;28/11/2012;10/12/2012;05/12/2012;685;6;910,84;37150,23;36239,39
969;SO50716;28/11/2012;10/12/2012;05/12/2012;118;6;960,58;31691,95;30731,37
1174;SO45278;01/08/2011;13/08/2011;08/08/2011;191;6;695,32;29200,52;28505,20
893;SO45284;01/08/2011;13/08/2011;08/08/2011;533;6;714,98;30015,78;29300,80
944;SO45313;01/08/2011;13/08/2011;08/08/2011;317;6;639,96;16789,05;16149,09
1305;SO45323;01/08/2011;13/08/2011;08/08/2011;84;6;1665,78;38694,97;37029,19
792;SO45522;29/08/2011;10/09/2011;05/09/2011;173;6;579,14;28786,25;28207,11
889;SO45527;29/08/2011;10/09/2011;05/09/2011;155;6;1859,38;54458,90;52599,52
1124;SO45797;29/09/2011;11/10/2011;06/10/2011;679;6;885,56;29308,04;28422,48
882;SO46071;29/10/2011;10/11/2011;05/11/2011;317;6;595,54;20788,92;20193,38
1015;SO46359;29/11/2011;11/12/2011;06/12/2011;460;6;639,06;18802,61;18163,55
968;SO47973;30/04/2012;12/05/2012;07/05/2012;479;6;1340,22;47151,27;45811,05
1255;SO47978;30/04/2012;12/05/2012;07/05/2012;102;6;537,80;23268,74;22730,94
885;SO49828;28/09/2012;10/10/2012;05/10/2012;514;6;2036,14;88444,72;86408,58
1057;SO49856;28/09/2012;10/10/2012;05/10/2012;227;6;2688,70;86573,29;83884,59
1349;SO50197;28/10/2012;09/11/2012;04/11/2012;208;6;17,14;3218,14;3201,00
1091;SO50246;28/10/2012;09/11/2012;04/11/2012;317;6;685,28;26049,49;25364,21
954;SO50694;28/11/2012;10/12/2012;05/12/2012;155;6;2889,18;95434,91;92545,73
974;SO51850;28/01/2013;09/02/2013;04/02/2013;263;6;2581,38;69331,08;66749,70
863;SO53483;28/02/2013;12/03/2013;07/03/2013;408;6;2329,32;62437,25;60107,93
1205;SO53508;28/02/2013;12/03/2013;07/03/2013;48;6;754,62;36687,31;35932,69
760;SO53513;28/02/2013;12/03/2013;07/03/2013;281;6;1604,72;53039,69;51434,97
1250;SO43679;29/12/2010;10/01/2011;05/01/2011;480;6;17,28;1316,06;1298,78
1328;SO43855;29/01/2011;10/02/2011;05/02/2011;102;6;339,14;10993,35;10654,21
781;SO44765;31/05/2011;12/06/2011;07/06/2011;156;6;163,56;5821,11;5657,55
1052;SO44747;31/05/2011;12/06/2011;07/06/2011;631;6;333,82;10393,24;10059,42
1069;SO44077;01/03/2011;13/03/2011;08/03/2011;173;6;247,56;6105,33;5857,77
1234;SO44300;31/03/2011;12/04/2011;07/04/2011;480;6;254,98;7802,88;7547,90
1044;SO46330;29/11/2011;11/12/2011;06/12/2011;118;6;563,44;17283,52;16720,08
813;SO46332;29/11/2011;11/12/2011;06/12/2011;47;6;390,14;8561,71;8171,57
1099;SO46334;29/11/2011;11/12/2011;06/12/2011;678;6;2183,34;57018,39;54835,05
1388;SO46352;29/11/2011;11/12/2011;06/12/2011;498;6;195,32;5918,73;5723,41
942;SO46360;29/11/2011;11/12/2011;06/12/2011;588;6;273,00;9480,57;9207,57
852;SO51160;28/12/2012;09/01/2013;04/01/2013;496;6;2889,80;98968,32;96078,52
1033;SO61248;30/06/2013;12/07/2013;07/07/2013;496;6;1456,36;51342,65;49886,29
1204;SO53507;28/02/2013;12/03/2013;07/03/2013;407;6;139,18;4780,28;4641,10
841;SO57154;30/04/2013;12/05/2013;07/05/2013;263;6;1565,70;40518,35;38952,65
1272;SO63134;31/07/2013;12/08/2013;07/08/2013;138;6;182,92;7635,72;7452,80
1078;SO65189;29/08/2013;10/09/2013;05/09/2013;408;6;932,66;32766,12;31833,46
807;SO71878;29/11/2013;11/12/2013;06/12/2013;407;6;62,32;6450,68;6388,36
1207;SO44547;01/05/2011;13/05/2011;08/05/2011;84;6;2142,52;69178,02;67035,50
1004;SO46616;29/12/2011;10/01/2012;05/01/2012;514;6;4536,96;153432,06;148895,10
952;SO46950;29/01/2012;10/02/2012;05/02/2012;101;6;132,94;5496,00;5363,06
1236;SO47389;29/02/2012;12/03/2012;07/03/2012;300;6;114,12;4356,86;4242,74
1159;SO47399;29/02/2012;12/03/2012;07/03/2012;685;6;545,54;26560,40;26014,86
1072;SO48059;30/04/2012;12/05/2012;07/05/2012;84;6;1331,84;44241,93;42910,09
1024;SO48750;30/06/2012;12/07/2012;07/07/2012;514;6;1716,48;54312,96;52596,48
937;SO50664;28/11/2012;10/12/2012;05/12/2012;173;6;1312,28;42464,00;41151,72
1210;SO51124;28/12/2012;09/01/2013;04/01/2013;245;6;2685,86;77877,97;75192,11
1108;SO46932;29/01/2012;10/02/2012;05/02/2012;353;6;89,46;3661,10;3571,64
914;SO46955;29/01/2012;10/02/2012;05/02/2012;389;6;413,54;9625,06;9211,52
865;SO47015;29/01/2012;10/02/2012;05/02/2012;444;6;580,98;19544,03;18963,05
1094;SO47357;29/02/2012;12/03/2012;07/03/2012;613;6;343,36;8057,66;7714,30
763;SO49138;31/07/2012;12/08/2012;07/08/2012;352;6;837,84;33688,85;32851,01
1194;SO46607;29/12/2011;10/01/2012;05/01/2012;227;6;3870,54;121037,45;117166,91
1295;SO46951;29/01/2012;10/02/2012;05/02/2012;102;6;854,28;27892,41;27038,13
1179;SO47415;29/02/2012;12/03/2012;07/03/2012;262;6;103,26;2779,89;2676,63
1047;SO47668;30/03/2012;11/04/2012;06/04/2012;299;6;1517,88;44166,07;42648,19
1118;SO47979;30/04/2012;12/05/2012;07/05/2012;101;6;119,52;3554,66;3435,14
1369;SO48331;30/05/2012;11/06/2012;06/06/2012;300;6;66,36;3457,99;3391,63
1374;SO49459;28/08/2012;09/09/2012;04/09/2012;406;6;9,00;648,91;639,91
919;SO49485;28/08/2012;09/09/2012;04/09/2012;155;6;2409,26;86352,41;83943,15
892;SO50203;28/10/2012;09/11/2012;04/11/2012;12;6;1151,06;40060,54;38909,48
1019;SO57152;30/04/2013;12/05/2013;07/05/2013;661;6;117,10;6126,34;6009,24
1294;SO58929;30/05/2013;11/06/2013;06/06/2013;424;6;46,46;2902,91;2856,45
1137;SO71804;29/11/2013;11/12/2013;06/12/2013;424;6;26,08;1626,61;1600,53
965;SO51757;28/01/2013;09/02/2013;04/02/2013;316;6;27,64;756,37;728,73
957;SO51766;28/01/2013;09/02/2013;04/02/2013;280;6;430,72;8126,44;7695,72
860;SO53542;28/02/2013;12/03/2013;07/03/2013;613;6;275,72;5950,94;5675,22
1097;SO53535;28/02/2013;12/03/2013;07/03/2013;154;6;3222,98;106905,12;103682,14
804;SO63177;31/07/2013;12/08/2013;07/08/2013;263;6;1706,92;44907,52;43200,60
911;SO48299;30/05/2012;11/06/2012;06/06/2012;118;6;1223,10;37656,41;36433,31
1245;SO46658;29/12/2011;10/01/2012;05/01/2012;425;6;137,56;4838,67;4701,11
1009;SO46930;29/01/2012;10/02/2012;05/02/2012;65;6;794,72;16817,44;16022,72
1283;SO47396;29/02/2012;12/03/2012;07/03/2012;586;6;628,20;19717,96;19089,76
964;SO48321;30/05/2012;11/06/2012;06/06/2012;497;6;808,10;32208,48;31400,38
1244;SO48350;30/05/2012;11/06/2012;06/06/2012;10;6;947,12;35309,89;34362,77
1086;SO48768;30/06/2012;12/07/2012;07/07/2012;119;6;1278,82;32159,52;30880,70
886;SO47359;29/02/2012;12/03/2012;07/03/2012;118;6;1817,42;50301,04;48483,62
1384;SO49071;31/07/2012;12/08/2012;07/08/2012;661;6;11,00;418,51;407,51
1093;SO45781;29/09/2011;11/10/2011;06/10/2011;227;6;1638,40;45943,76;44305,37
1243;SO51096;28/12/2012;09/01/2013;04/01/2013;514;6;2688,08;81788,15;79100,07
906;SO51698;28/01/2013;09/02/2013;04/02/2013;210;6;246,24;5836,10;5589,86
975;SO51703;28/01/2013;09/02/2013;04/02/2013;12;6;1776,40;50840,93;49064,53
950;SO57070;30/04/2013;12/05/2013;07/05/2013;336;6;527,70;18136,95;17609,25
1393;SO57096;30/04/2013;12/05/2013;07/05/2013;191;6;14,14;713,80;699,66
1327;SO63176;31/07/2013;12/08/2013;07/08/2013;426;6;194,72;6415,72;6221,00
1402;SO63237;31/07/2013;12/08/2013;07/08/2013;336;6;320,64;9477,92;9157,28
875;SO69460;29/10/2013;10/11/2013;05/11/2013;426;6;442,62;18057,94;17615,32
1107;SO43662;29/12/2010;10/01/2011;05/01/2011;227;6;572,82;28832,53;28259,71
1218;SO43677;29/12/2010;10/01/2011;05/01/2011;679;6;235,90;7793,11;7557,21
1151;SO44533;01/05/2011;13/05/2011;08/05/2011;317;6;632,46;19499,79;18867,33
1313;SO45039;01/07/2011;13/07/2011;08/07/2011;227;6;923,40;27722,16;26798,76
961;SO48033;30/04/2012;12/05/2012;07/05/2012;426;6;1706,66;47812,82;46106,16
1217;SO49070;31/07/2012;12/08/2012;07/08/2012;317;6;603,74;23623,38;23019,64
960;SO46936;29/01/2012;10/02/2012;05/02/2012;210;6;249,34;6891,58;6642,24
1165;SO47381;29/02/2012;12/03/2012;07/03/2012;30;6;11,38;602,70;591,32
1140;SO47663;30/03/2012;11/04/2012;06/04/2012;227;6;2058,64;74026,03;71967,39
777;SO47980;30/04/2012;12/05/2012;07/05/2012;12;6;618,38;22672,46;22054,08
1377;SO48352;30/05/2012;11/06/2012;06/06/2012;701;6;108,80;2283,84;2175,04
923;SO57023;30/04/2013;12/05/2013;07/05/2013;12;6;882,62;35219,13;34336,51
1195;SO69448;29/10/2013;10/11/2013;05/11/2013;336;6;721,64;18952,12;18230,48
1221;SO43850;29/01/2011;10/02/2011;05/02/2011;191;6;291,04;10183,80;9892,76
822;SO44490;01/05/2011;13/05/2011;08/05/2011;210;6;123,26;3389,70;3266,44
1153;SO44103;01/03/2011;13/03/2011;08/03/2011;156;6;115,60;3814,34;3698,74
1287;SO44498;01/05/2011;13/05/2011;08/05/2011;102;6;566,50;15432,46;14865,96
1390;SO45058;01/07/2011;13/07/2011;08/07/2011;480;6;197,30;5488,84;5291,54
1299;SO45279;01/08/2011;13/08/2011;08/08/2011;208;6;15,78;1022,86;1007,08
1366;SO45293;01/08/2011;13/08/2011;08/08/2011;478;6;25,50;1677,84;1652,34
978;SO46029;29/10/2011;10/11/2011;05/11/2011;210;6;111,76;3016,49;2904,73
1352;SO46037;29/10/2011;10/11/2011;05/11/2011;208;6;34,78;1017,50;982,72
1045;SO46351;29/11/2011;11/12/2011;06/12/2011;156;6;139,84;3914,94;3775,10
1363;SO44497;01/05/2011;13/05/2011;08/05/2011;208;6;27,18;1195,82;1168,64
1399;SO46096;29/10/2011;10/11/2011;05/11/2011;532;6;16,26;838,92;822,66
1128;SO44745;31/05/2011;12/06/2011;07/06/2011;118;6;615,68;26171,93;25556,25
920;SO48300;30/05/2012;11/06/2012;06/06/2012;637;6;0,12;40,37;40,25
926;SO49484;28/08/2012;09/09/2012;04/09/2012;118;6;641,58;20587,48;19945,90
1271;SO49519;28/08/2012;09/09/2012;04/09/2012;424;6;3,08;94,37;91,29
1013;SO50192;28/10/2012;09/11/2012;04/11/2012;210;6;123,82;5219,05;5095,23
1293;SO50666;28/11/2012;10/12/2012;05/12/2012;637;6;4,90;94,37;89,47
1092;SO50699;28/11/2012;10/12/2012;05/12/2012;588;6;1013,34;28921,89;27908,55
1276;SO43889;29/01/2011;10/02/2011;05/02/2011;661;6;68,20;2082,67;2014,47
1074;SO44083;01/03/2011;13/03/2011;08/03/2011;631;6;45,72;1362,31;1316,59
1333;SO44537;01/05/2011;13/05/2011;08/05/2011;137;6;3,32;57,68;54,36
909;SO45529;29/08/2011;10/09/2011;05/09/2011;678;6;3140,42;97078,32;93937,90
770;SO47662;30/03/2012;11/04/2012;06/04/2012;442;6;1032,68;34688,95;33656,27
1136;SO48030;30/04/2012;12/05/2012;07/05/2012;280;6;102,38;3259,03;3156,65
1160;SO50268;28/10/2012;09/11/2012;04/11/2012;191;6;28,62;527,47;498,85
908;SO43856;29/01/2011;10/02/2011;05/02/2011;389;6;11,02;2036,39;2025,37
1079;SO44539;01/05/2011;13/05/2011;08/05/2011;661;6;74,68;1450,89;1376,21
1100;SO44495;01/05/2011;13/05/2011;08/05/2011;11;6;28,56;4076,39;4047,83
992;SO45526;29/08/2011;10/09/2011;05/09/2011;47;6;236,42;6101,38;5864,96
1083;SO46079;29/10/2011;10/11/2011;05/11/2011;29;6;198,36;6086,38;5888,02
1216;SO46622;29/12/2011;10/01/2012;05/01/2012;119;6;1398,96;42319,24;40920,28
858;SO46657;29/12/2011;10/01/2012;05/01/2012;496;6;2346,30;92892,37;90546,07
1090;SO46953;29/01/2012;10/02/2012;05/02/2012;12;6;1583,74;64355,81;62772,07
815;SO46984;29/01/2012;10/02/2012;05/02/2012;677;6;220,96;5347,60;5126,64
802;SO47000;29/01/2012;10/02/2012;05/02/2012;335;6;103,56;5894,96;5791,40
869;SO47003;29/01/2012;10/02/2012;05/02/2012;280;6;345,80;18202,70;17856,90
1171;SO47047;29/01/2012;10/02/2012;05/02/2012;226;6;300,28;10085,49;9785,21
785;SO47358;29/02/2012;12/03/2012;07/03/2012;637;6;63,26;2443,28;2380,02
945;SO47362;29/02/2012;12/03/2012;07/03/2012;47;6;365,50;16427,83;16062,33
1061;SO47709;30/03/2012;11/04/2012;06/04/2012;425;6;58,50;5360,16;5301,66
948;SO47960;30/04/2012;12/05/2012;07/05/2012;65;6;465,60;11547,36;11081,76
1301;SO47963;30/04/2012;12/05/2012;07/05/2012;353;6;220,32;5031,81;4811,49
1133;SO47977;30/04/2012;12/05/2012;07/05/2012;208;6;131,22;8206,49;8075,27
1037;SO48025;30/04/2012;12/05/2012;07/05/2012;335;6;8,96;1366,22;1357,26
1042;SO48038;30/04/2012;12/05/2012;07/05/2012;444;6;241,94;8234,31;7992,37
1112;SO48039;30/04/2012;12/05/2012;07/05/2012;661;6;19,64;1720,80;1701,16
881;SO48072;30/04/2012;12/05/2012;07/05/2012;226;6;113,40;3920,31;3806,91
876;SO48320;30/05/2012;11/06/2012;06/06/2012;424;6;4,24;164,71;160,47
1114;SO48744;30/06/2012;12/07/2012;07/07/2012;245;6;571,88;18999,13;18427,25
1193;SO49039;31/07/2012;12/08/2012;07/08/2012;65;6;197,78;5168,57;4970,79
1257;SO49041;31/07/2012;12/08/2012;07/08/2012;353;6;4,68;205,15;200,47
1286;SO49049;31/07/2012;12/08/2012;07/08/2012;389;6;5,96;136,76;130,80
1239;SO49073;31/07/2012;12/08/2012;07/08/2012;444;6;59,46;2641,27;2581,81
1247;SO49085;31/07/2012;12/08/2012;07/08/2012;653;6;401,36;23124,23;22722,87
918;SO49100;31/07/2012;12/08/2012;07/08/2012;12;6;522,48;17315,23;16792,75
1225;SO49106;31/07/2012;12/08/2012;07/08/2012;336;6;434,14;15161,91;14727,77
1213;SO49120;31/07/2012;12/08/2012;07/08/2012;335;6;3,48;68,38;64,90
1232;SO49153;31/07/2012;12/08/2012;07/08/2012;226;6;19,44;2527,30;2507,86
1317;SO49451;28/08/2012;09/09/2012;04/09/2012;613;6;111,36;2595,68;2484,32
1071;SO49482;28/08/2012;09/09/2012;04/09/2012;586;6;165,60;5009,01;4843,41
1029;SO49848;28/09/2012;10/10/2012;05/10/2012;245;6;1589,56;59277,28;57687,72
1235;SO49871;28/09/2012;10/10/2012;05/10/2012;425;6;107,88;5292,90;5185,02
788;SO50229;28/10/2012;09/11/2012;04/11/2012;570;6;106,82;2504,51;2397,69
1028;SO50261;28/10/2012;09/11/2012;04/11/2012;65;6;146,60;5482,70;5336,10
1315;SO50262;28/10/2012;09/11/2012;04/11/2012;353;6;4,94;182,35;177,41
947;SO50668;28/11/2012;10/12/2012;05/12/2012;678;6;2077,80;59518,68;57440,88
1306;SO50684;28/11/2012;10/12/2012;05/12/2012;586;6;173,88;7813,83;7639,95
1169;SO50685;28/11/2012;10/12/2012;05/12/2012;156;6;179,96;6631,71;6451,75
1262;SO50698;28/11/2012;10/12/2012;05/12/2012;10;6;879,02;26439,99;25560,97
990;SO50700;28/11/2012;10/12/2012;05/12/2012;262;6;3,38;181,70;178,32
880;SO51116;28/12/2012;09/01/2013;04/01/2013;480;6;198,96;5340,78;5141,82
940;SO51694;28/01/2013;09/02/2013;04/02/2013;353;6;63,76;2061,58;1997,82
780;SO51700;28/01/2013;09/02/2013;04/02/2013;101;6;121,66;4823,57;4701,91
1121;SO51740;28/01/2013;09/02/2013;04/02/2013;677;6;83,38;3495,65;3412,27
832;SO51781;28/01/2013;09/02/2013;04/02/2013;65;6;178,26;6857,89;6679,63
1014;SO51843;28/01/2013;09/02/2013;04/02/2013;444;6;231,20;9759,95;9528,75
1331;SO51851;28/01/2013;09/02/2013;04/02/2013;629;6;79,30;3862,55;3783,25
1043;SO53463;28/02/2013;12/03/2013;07/03/2013;47;6;45,42;2910,84;2865,42
821;SO53509;28/02/2013;12/03/2013;07/03/2013;156;6;83,86;3676,91;3593,05
1356;SO53544;28/02/2013;12/03/2013;07/03/2013;630;6;32,70;1574,44;1541,74
900;SO53545;28/02/2013;12/03/2013;07/03/2013;550;6;66,22;3650,48;3584,26
766;SO53597;28/02/2013;12/03/2013;07/03/2013;460;6;12,70;2042,56;2029,86
958;SO53600;28/02/2013;12/03/2013;07/03/2013;262;6;122,84;3949,15;3826,31
1006;SO55266;30/03/2013;11/04/2013;06/04/2013;480;6;137,50;3344,21;3206,71
1117;SO55275;30/03/2013;11/04/2013;06/04/2013;245;6;2295,84;64716,33;62420,49
996;SO55308;30/03/2013;11/04/2013;06/04/2013;425;6;26,20;1628,96;1602,76
1134;SO57013;30/04/2013;12/05/2013;07/05/2013;353;6;236,80;5885,92;5649,12
842;SO57016;30/04/2013;12/05/2013;07/05/2013;210;6;203,06;4937,51;4734,45
1081;SO57021;30/04/2013;12/05/2013;07/05/2013;28;6;11,14;221,95;210,81
811;SO57022;30/04/2013;12/05/2013;07/05/2013;101;6;148,30;3453,57;3305,27
1426;SO57159;30/04/2013;12/05/2013;07/05/2013;629;6;256,40;5872,61;5616,21
1269;SO58913;30/05/2013;11/06/2013;06/06/2013;47;6;332,50;8387,95;8055,45
1172;SO59003;30/05/2013;11/06/2013;06/06/2013;550;6;168,42;3788,30;3619,88
1041;SO59022;30/05/2013;11/06/2013;06/06/2013;372;6;30,58;1830,52;1799,94
1017;SO59037;30/05/2013;11/06/2013;06/06/2013;262;6;30,08;696,85;666,77
816;SO61196;30/06/2013;12/07/2013;07/07/2013;245;6;1098,24;28038,64;26940,40
1182;SO61215;30/06/2013;12/07/2013;07/07/2013;480;6;125,62;2843,95;2718,33
1050;SO63120;31/07/2013;12/08/2013;07/08/2013;65;6;3,24;209,97;206,73
1096;SO63121;31/07/2013;12/08/2013;07/08/2013;353;6;1,40;167,98;166,58
1068;SO63127;31/07/2013;12/08/2013;07/08/2013;210;6;164,64;7879,10;7714,46
953;SO63139;31/07/2013;12/08/2013;07/08/2013;28;6;10,04;402,07;392,03
765;SO63178;31/07/2013;12/08/2013;07/08/2013;444;6;91,36;4676,90;4585,54
1256;SO63197;31/07/2013;12/08/2013;07/08/2013;570;6;12,00;339,61;327,61
917;SO63269;31/07/2013;12/08/2013;07/08/2013;661;6;205,08;5394,38;5189,30
1053;SO65171;29/08/2013;10/09/2013;05/09/2013;47;6;155,16;4718,90;4563,74
1116;SO65251;29/08/2013;10/09/2013;05/09/2013;156;6;74,26;2922,83;2848,57
1180;SO67272;29/09/2013;11/10/2013;06/10/2013;119;6;726,92;24103,20;23376,28
941;SO67288;29/09/2013;11/10/2013;06/10/2013;480;6;144,96;4393,66;4248,70
767;SO67295;29/09/2013;11/10/2013;06/10/2013;245;6;2672,94;62850,58;60177,64
809;SO67316;29/09/2013;11/10/2013;06/10/2013;496;6;2725,98;83000,15;80274,17
977;SO69391;29/10/2013;10/11/2013;05/11/2013;353;6;52,06;4256,96;4204,90
1031;SO69396;29/10/2013;10/11/2013;05/11/2013;210;6;236,02;6187,31;5951,29
834;SO69400;29/10/2013;10/11/2013;05/11/2013;101;6;119,66;2870,95;2751,29
1341;SO69432;29/10/2013;10/11/2013;05/11/2013;677;6;30,50;649,14;618,64
1322;SO69446;29/10/2013;10/11/2013;05/11/2013;316;6;21,90;1712,95;1691,05
1312;SO69455;29/10/2013;10/11/2013;05/11/2013;280;6;54,06;2076,54;2022,48
1036;SO69538;29/10/2013;10/11/2013;05/11/2013;444;6;114,82;4881,23;4766,41
930;SO71792;29/11/2013;11/12/2013;06/12/2013;155;6;1693,04;50941,33;49248,29
932;SO71794;29/11/2013;11/12/2013;06/12/2013;678;6;2205,24;65233,40;63028,16
1119;SO71842;29/11/2013;11/12/2013;06/12/2013;460;6;0,42;10,79;10,37
870;SO71871;29/11/2013;11/12/2013;06/12/2013;550;6;35,64;1709,32;1673,68
1001;SO71916;29/11/2013;11/12/2013;06/12/2013;190;6;26,72;1637,23;1610,51
794;SO71921;29/11/2013;11/12/2013;06/12/2013;262;6;21,18;552,91;531,74
1268;SO47696;30/03/2012;11/04/2012;06/04/2012;245;6;2696,16;60544,92;57848,76
1300;SO48304;30/05/2012;11/06/2012;06/06/2012;47;6;333,04;12686,08;12353,04
1188;SO50202;28/10/2012;09/11/2012;04/11/2012;389;6;115,18;2550,09;2434,91
1055;SO50250;28/10/2012;09/11/2012;04/11/2012;444;6;73,48;2993,16;2919,68
1440;SO50709;28/11/2012;10/12/2012;05/12/2012;551;6;122,64;2458,92;2336,28
1309;SO53572;28/02/2013;12/03/2013;07/03/2013;372;6;42,22;2259,71;2217,49
1178;SO59042;30/05/2013;11/06/2013;06/06/2013;190;6;96,42;3684,86;3588,44
1197;SO71847;29/11/2013;11/12/2013;06/12/2013;154;6;2803,34;89981,79;87178,45
1334;SO47014;29/01/2012;10/02/2012;05/02/2012;354;6;13,28;340,99;327,71
772;SO50248;28/10/2012;09/11/2012;04/11/2012;354;6;16,10;894,24;878,14
1364;SO46949;29/01/2012;10/02/2012;05/02/2012;208;6;213,32;4810,03;4596,71
1329;SO48324;30/05/2012;11/06/2012;06/06/2012;30;6;64,00;2451,14;2387,14
1367;SO53482;28/02/2013;12/03/2013;07/03/2013;424;6;60,42;1475,63;1415,21
1152;SO65185;29/08/2013;10/09/2013;05/09/2013;424;6;43,28;1225,43;1182,15
1338;SO65264;29/08/2013;10/09/2013;05/09/2013;587;6;229,50;6943,51;6714,01
1040;SO69401;29/10/2013;10/11/2013;05/11/2013;12;6;367,12;18311,40;17944,28
1048;SO69541;29/10/2013;10/11/2013;05/11/2013;661;6;106,88;6039,79;5932,91
904;SO48037;30/04/2012;12/05/2012;07/05/2012;317;6;504,38;20859,91;20355,53
1008;SO53488;28/02/2013;12/03/2013;07/03/2013;30;6;0,70;70,64;69,94
1214;SO53543;28/02/2013;12/03/2013;07/03/2013;551;6;0,78;46,97;46,19
1321;SO53553;28/02/2013;12/03/2013;07/03/2013;228;6;10,78;370,79;360,01
1130;SO58994;30/05/2013;11/06/2013;06/06/2013;172;6;0,46;24,29;23,83
1332;SO69548;29/10/2013;10/11/2013;05/11/2013;532;6;3,22;63,17;59,95
1433;SO46998;29/01/2012;10/02/2012;05/02/2012;570;6;60,12;1242,85;1182,73
1030;SO47981;30/04/2012;12/05/2012;07/05/2012;389;6;80,94;2709,65;2628,71
1016;SO48022;30/04/2012;12/05/2012;07/05/2012;570;6;170,34;4038,85;3868,51
1310;SO48337;30/05/2012;11/06/2012;06/06/2012;586;6;345,66;12649,89;12304,23
1109;SO48779;30/06/2012;12/07/2012;07/07/2012;425;6;71,66;2631,87;2560,21
1303;SO49042;31/07/2012;12/08/2012;07/08/2012;334;6;53,94;1839,29;1785,35
1201;SO49060;31/07/2012;12/08/2012;07/08/2012;280;6;28,60;1411,81;1383,21
1059;SO49089;31/07/2012;12/08/2012;07/08/2012;677;6;7,08;1389,02;1381,94
1428;SO49098;31/07/2012;12/08/2012;07/08/2012;568;6;43,10;1242,85;1199,75
1389;SO49453;28/08/2012;09/09/2012;04/09/2012;551;6;12,00;1242,85;1230,85
878;SO50223;28/10/2012;09/11/2012;04/11/2012;677;6;63,42;1590,04;1526,62
1105;SO50239;28/10/2012;09/11/2012;04/11/2012;280;6;17,72;1743,45;1725,73
1223;SO50308;28/10/2012;09/11/2012;04/11/2012;226;6;80,98;2618,48;2537,50
