SalesDetailsKey;SalesHeaderKey;SalesOrderNumber;ProductKey;ProductSubcategoryKey;OrderQuantity;UnitPrice;ExtendedAmount
38097;104;SO53533;585;17;2;334,0575;668,115
38259;442;SO53539;572;17;2;334,0575;668,115
38260;442;SO53539;569;17;2;334,0575;668,115
38261;442;SO53539;586;17;2;334,0575;668,115
38282;2157;SO53540;586;17;2;334,0575;668,115
38331;3722;SO53541;571;17;2;334,0575;668,115
38332;3722;SO53541;586;17;2;334,0575;668,115
38464;2216;SO53551;565;17;2;334,0575;668,115
38465;2216;SO53551;568;17;2;334,0575;668,115
38539;2837;SO53560;585;17;2;334,0575;668,115
38540;2837;SO53560;566;17;2;334,0575;668,115
38541;2837;SO53560;568;17;2;334,0575;668,115
38753;3713;SO53565;569;17;2;334,0575;668,115
38754;3713;SO53565;586;17;2;334,0575;668,115
38755;3713;SO53565;568;17;2;334,0575;668,115
38855;2854;SO53567;569;17;2;334,0575;668,115
38856;2854;SO53567;570;17;2;334,0575;668,115
38903;1673;SO53569;572;17;2;334,0575;668,115
38904;1673;SO53569;567;17;2;334,0575;668,115
38972;1527;SO53571;568;17;2;334,0575;668,115
39110;3357;SO53577;570;17;2;334,0575;668,115
39111;3357;SO53577;586;17;2;334,0575;668,115
39314;2610;SO53590;566;17;2;334,0575;668,115
39315;2610;SO53590;570;17;2;334,0575;668,115
39423;1631;SO53605;570;17;2;334,0575;668,115
39653;3556;SO53615;572;17;2;334,0575;668,115
39654;3556;SO53615;569;17;2;334,0575;668,115
39655;3556;SO53615;565;17;2;334,0575;668,115
39656;3556;SO53615;585;17;2;334,0575;668,115
7708;1668;SO46327;344;17;2;849,9975;1699,995
7709;1668;SO46327;349;17;2;843,7475;1687,495
7710;1668;SO46327;351;17;2;843,7475;1687,495
7724;1044;SO46330;349;17;2;843,7475;1687,495
7734;1044;SO46330;346;17;2;849,9975;1699,995
7735;1044;SO46330;345;17;2;849,9975;1699,995
7754;813;SO46332;344;17;2;849,9975;1699,995
7797;1099;SO46334;349;17;2;843,7475;1687,495
7870;660;SO46342;347;17;2;849,9975;1699,995
7927;2354;SO46345;346;17;2;849,9975;1699,995
7928;2354;SO46345;351;17;2;843,7475;1687,495
7929;2354;SO46345;350;17;2;843,7475;1687,495
7941;2567;SO46346;346;17;2;849,9975;1699,995
7942;2567;SO46346;349;17;2;843,7475;1687,495
7943;2567;SO46346;351;17;2;843,7475;1687,495
7956;1651;SO46348;346;17;2;849,9975;1699,995
7957;1651;SO46348;344;17;2;849,9975;1699,995
7991;1388;SO46352;351;17;2;843,7475;1687,495
7997;2481;SO46353;348;17;2;843,7475;1687,495
8119;942;SO46360;349;17;2;843,7475;1687,495
8123;942;SO46360;345;17;2;849,9975;1699,995
8124;942;SO46360;344;17;2;849,9975;1699,995
8125;942;SO46360;350;17;2;843,7475;1687,495
8135;467;SO46362;346;17;2;849,9975;1699,995
8173;326;SO46364;344;17;2;849,9975;1699,995
8174;326;SO46364;347;17;2;849,9975;1699,995
8191;2110;SO46365;348;17;2;843,7475;1687,495
8192;2110;SO46365;351;17;2;843,7475;1687,495
8251;493;SO46370;347;17;2;849,9975;1699,995
8252;493;SO46370;350;17;2;843,7475;1687,495
8272;1768;SO46372;346;17;2;849,9975;1699,995
8273;1768;SO46372;351;17;2;843,7475;1687,495
8291;522;SO46374;345;17;2;849,9975;1699,995
8292;522;SO46374;350;17;2;843,7475;1687,495
8328;1657;SO46379;346;17;2;849,9975;1699,995
8351;296;SO46380;345;17;2;849,9975;1699,995
8364;2329;SO46383;344;17;2;849,9975;1699,995
8365;2329;SO46383;347;17;2;849,9975;1699,995
8366;2329;SO46383;351;17;2;843,7475;1687,495
8376;2163;SO46384;346;17;2;849,9975;1699,995
8377;2163;SO46384;348;17;2;843,7475;1687,495
8378;2163;SO46384;349;17;2;843,7475;1687,495
8420;2915;SO46386;346;17;2;849,9975;1699,995
8459;2424;SO46389;346;17;2;849,9975;1699,995
30138;2123;SO51081;587;17;2;461,694;923,388
30192;3356;SO51083;564;17;2;953,628;1907,256
30272;2943;SO51088;589;17;2;461,694;923,388
30472;3684;SO51094;579;17;2;2429,7;4859,4
30519;372;SO51099;564;17;2;953,628;1907,256
30612;100;SO51102;587;17;2;461,694;923,388
30613;100;SO51102;589;17;2;461,694;923,388
30657;3216;SO51104;587;17;2;461,694;923,388
30730;545;SO51106;564;17;2;953,628;1907,256
30776;2026;SO51108;587;17;2;461,694;923,388
30961;1177;SO51113;564;17;2;953,628;1907,256
31300;1742;SO51127;353;17;2;1391,994;2783,988
31368;979;SO51130;353;17;2;1391,994;2783,988
31795;1489;SO51148;564;17;2;953,628;1907,256
31852;3692;SO51150;577;17;2;2429,7;4859,4
31856;3692;SO51150;567;17;2;1113,525;2227,05
31857;3692;SO51150;568;17;2;1113,525;2227,05
32125;852;SO51160;353;17;2;1391,994;2783,988
32483;2417;SO51701;564;17;2;953,628;1907,256
32920;2522;SO51720;353;17;2;1391,994;2783,988
33344;3167;SO51739;353;17;2;1391,994;2783,988
34198;2955;SO51776;564;17;2;953,628;1907,256
34304;1732;SO51783;589;17;2;461,694;923,388
34643;69;SO51809;353;17;2;1391,994;2783,988
34645;69;SO51809;587;17;2;461,694;923,388
34791;1095;SO51818;353;17;2;1391,994;2783,988
35278;115;SO51833;353;17;2;1391,994;2783,988
35717;2036;SO51853;587;17;2;461,694;923,388
35796;428;SO51856;353;17;2;1391,994;2783,988
36560;3697;SO53468;564;17;2;953,628;1907,256
37042;1113;SO53484;587;17;2;461,694;923,388
37043;1113;SO53484;589;17;2;461,694;923,388
37247;2487;SO53499;589;17;2;461,694;923,388
37386;3548;SO53505;353;17;2;1391,994;2783,988
37387;3548;SO53505;587;17;2;461,694;923,388
37456;1204;SO53507;564;17;2;953,628;1907,256
37691;1628;SO53518;353;17;2;1391,994;2783,988
37921;867;SO53527;589;17;2;461,694;923,388
38535;2837;SO53560;564;17;2;953,628;1907,256
38751;3713;SO53565;564;17;2;953,628;1907,256
38785;3711;SO53566;597;17;2;323,994;647,988
39073;1557;SO53576;353;17;2;1391,994;2783,988
39105;3357;SO53577;564;17;2;953,628;1907,256
39573;1471;SO53613;353;17;2;1391,994;2783,988
39988;1475;SO55241;353;17;2;1391,994;2783,988
40217;266;SO55251;589;17;2;461,694;923,388
40490;2947;SO55261;353;17;2;1391,994;2783,988
40491;2947;SO55261;589;17;2;461,694;923,388
40695;3445;SO55270;564;17;2;1430,442;2860,884
40775;1743;SO55277;587;17;2;461,694;923,388
40776;1743;SO55277;589;17;2;461,694;923,388
40905;1060;SO55283;353;17;2;1391,994;2783,988
41783;830;SO57019;564;17;2;1430,442;2860,884
41904;1608;SO57026;564;17;2;1430,442;2860,884
42006;3700;SO57032;564;17;2;1430,442;2860,884
42070;1466;SO57036;587;17;2;461,694;923,388
43048;2892;SO57087;564;17;2;1430,442;2860,884
43411;3211;SO57119;564;17;2;1430,442;2860,884
43417;839;SO57120;589;17;2;461,694;923,388
43534;2803;SO57124;353;17;2;1391,994;2783,988
43644;1717;SO57130;564;17;2;1430,442;2860,884
44122;841;SO57154;564;17;2;1430,442;2860,884
44259;2162;SO57162;587;17;2;461,694;923,388
44346;741;SO57174;564;17;2;1430,442;2860,884
44423;3432;SO57185;564;17;2;1430,442;2860,884
45253;2588;SO58928;353;17;2;1391,994;2783,988
45255;2588;SO58928;587;17;2;461,694;923,388
45343;3716;SO58931;578;17;2;182,2275;364,455
45344;3716;SO58931;560;17;2;182,2275;364,455
45345;3716;SO58931;564;17;2;357,6105;715,221
45349;3716;SO58931;572;17;2;111,3525;222,705
45350;3716;SO58931;567;17;2;111,3525;222,705
45351;3716;SO58931;568;17;2;111,3525;222,705
45422;3719;SO58934;565;17;2;111,3525;222,705
45520;2454;SO58944;353;17;2;1391,994;2783,988
45597;3730;SO58948;564;17;2;1430,442;2860,884
45811;3428;SO58959;587;17;2;461,694;923,388
45828;3428;SO58959;353;17;2;1391,994;2783,988
45923;1637;SO58962;564;17;2;1430,442;2860,884
46088;939;SO58972;587;17;2;461,694;923,388
46330;753;SO58981;353;17;2;1391,994;2783,988
46380;2130;SO58987;564;17;2;1430,442;2860,884
46647;2825;SO59012;564;17;2;1430,442;2860,884
46702;108;SO59013;353;17;2;1391,994;2783,988
46740;2653;SO59016;564;17;2;1430,442;2860,884
46889;2442;SO59024;564;17;2;1430,442;2860,884
46999;389;SO59029;353;17;2;1391,994;2783,988
47225;1962;SO59060;587;17;2;461,694;923,388
47359;3718;SO59067;569;17;2;111,3525;222,705
47377;3718;SO59067;578;17;2;182,2275;364,455
47378;3718;SO59067;566;17;2;111,3525;222,705
47402;208;SO59068;353;17;2;1391,994;2783,988
47706;3032;SO61181;587;17;2;461,694;923,388
47725;1701;SO61182;589;17;2;461,694;923,388
47726;1701;SO61182;587;17;2;461,694;923,388
47823;209;SO61188;564;17;2;1430,442;2860,884
47872;3582;SO61190;564;17;2;1430,442;2860,884
47991;1630;SO61199;589;17;2;461,694;923,388
48074;3771;SO61208;564;17;2;321,84945;643,6989
48129;524;SO61211;353;17;2;1391,994;2783,988
48140;524;SO61211;589;17;2;461,694;923,388
48211;2215;SO61217;353;17;2;1391,994;2783,988
48293;2780;SO61221;564;17;2;1430,442;2860,884
48462;3365;SO61229;353;17;2;1391,994;2783,988
48489;2114;SO61230;587;17;2;461,694;923,388
48533;3736;SO61235;578;17;2;164,00475;328,0095
48544;3736;SO61235;564;17;2;321,84945;643,6989
48547;3736;SO61235;571;17;2;100,21725;200,4345
48548;3736;SO61235;569;17;2;100,21725;200,4345
48618;2845;SO61239;353;17;2;1391,994;2783,988
48678;1705;SO61241;564;17;2;1430,442;2860,884
48772;1033;SO61248;353;17;2;1391,994;2783,988
48839;3644;SO61254;564;17;2;1430,442;2860,884
48946;1813;SO61267;564;17;2;1430,442;2860,884
48969;2655;SO63123;353;17;2;1391,994;2783,988
49142;1272;SO63134;564;17;2;1430,442;2860,884
49240;3741;SO63145;579;17;2;607,425;1214,85
49241;3741;SO63145;560;17;2;607,425;1214,85
49243;3741;SO63145;564;17;2;1192,035;2384,07
49319;2759;SO63152;564;17;2;1430,442;2860,884
49423;1499;SO63157;353;17;2;1391,994;2783,988
49838;2826;SO63200;353;17;2;1391,994;2783,988
50137;3277;SO63217;564;17;2;1430,442;2860,884
50197;3715;SO63222;564;17;2;1430,442;2860,884
50427;729;SO63243;564;17;2;1430,442;2860,884
50435;3717;SO63244;586;17;2;371,175;742,35
50688;1265;SO63266;353;17;2;1391,994;2783,988
50689;1265;SO63266;587;17;2;461,694;923,388
50724;3348;SO63272;564;17;2;1430,442;2860,884
50783;419;SO63280;353;17;2;1391,994;2783,988
50858;127;SO63283;353;17;2;1391,994;2783,988
50954;1181;SO63290;589;17;2;461,694;923,388
50963;1181;SO63290;353;17;2;1391,994;2783,988
51182;1685;SO65159;353;17;2;1391,994;2783,988
51574;3673;SO65182;564;17;2;1430,442;2860,884
51635;1275;SO65188;353;17;2;1391,994;2783,988
51637;1275;SO65188;589;17;2;461,694;923,388
51648;1078;SO65189;564;17;2;1430,442;2860,884
51683;3724;SO65191;560;17;2;607,425;1214,85
51684;3724;SO65191;564;17;2;1192,035;2384,07
51685;3724;SO65191;566;17;2;371,175;742,35
51686;3724;SO65191;571;17;2;371,175;742,35
51687;3724;SO65191;567;17;2;371,175;742,35
51717;3143;SO65194;564;17;2;1430,442;2860,884
51882;757;SO65206;589;17;2;461,694;923,388
51883;757;SO65206;587;17;2;461,694;923,388
52060;2184;SO65220;564;17;2;1430,442;2860,884
52084;2491;SO65221;587;17;2;461,694;923,388
52085;2491;SO65221;589;17;2;461,694;923,388
52116;3421;SO65224;353;17;2;1391,994;2783,988
52219;204;SO65232;353;17;2;1391,994;2783,988
52384;3726;SO65241;579;17;2;607,425;1214,85
52387;3726;SO65241;564;17;2;1192,035;2384,07
52388;3726;SO65241;572;17;2;371,175;742,35
52389;3726;SO65241;570;17;2;371,175;742,35
52620;2939;SO65257;564;17;2;1430,442;2860,884
52674;2607;SO65261;564;17;2;1430,442;2860,884
52714;3650;SO65267;564;17;2;1430,442;2860,884
52792;3701;SO65273;353;17;2;1159,995;2319,99
52806;3701;SO65273;359;17;2;1147,495;2294,99
52953;750;SO65291;353;17;2;1391,994;2783,988
52983;394;SO65303;353;17;2;1391,994;2783,988
52984;394;SO65303;587;17;2;461,694;923,388
53018;415;SO65306;353;17;2;1391,994;2783,988
53143;246;SO65315;353;17;2;1391,994;2783,988
53174;3401;SO65319;353;17;2;1391,994;2783,988
53318;2982;SO67263;587;17;2;461,694;923,388
53352;1636;SO67266;589;17;2;461,694;923,388
53594;36;SO67274;589;17;2;461,694;923,388
53675;2006;SO67277;587;17;2;461,694;923,388
53821;2871;SO67282;564;17;2;1430,442;2860,884
53868;1211;SO67286;564;17;2;1430,442;2860,884
54130;1691;SO67297;587;17;2;461,694;923,388
54800;3693;SO67342;564;17;2;1192,035;2384,07
54819;3693;SO67342;578;17;2;607,425;1214,85
54821;3693;SO67342;566;17;2;371,175;742,35
54822;3693;SO67342;568;17;2;371,175;742,35
54823;3693;SO67342;569;17;2;371,175;742,35
54824;3693;SO67342;570;17;2;371,175;742,35
55139;779;SO69399;564;17;2;1430,442;2860,884
55249;1445;SO69406;564;17;2;1430,442;2860,884
55327;3698;SO69410;586;17;2;371,175;742,35
55332;3698;SO69410;579;17;2;607,425;1214,85
55742;3207;SO69435;564;17;2;1430,442;2860,884
56121;3587;SO69454;564;17;2;1430,442;2860,884
56180;3378;SO69456;587;17;2;461,694;923,388
56285;3267;SO69464;353;17;2;1391,994;2783,988
56647;1027;SO69482;564;17;2;1430,442;2860,884
56691;3742;SO69491;564;17;2;1430,442;2860,884
56797;3645;SO69504;564;17;2;1430,442;2860,884
56830;3205;SO69506;564;17;2;1430,442;2860,884
56910;3549;SO69511;564;17;2;1430,442;2860,884
57494;795;SO69540;564;17;2;1430,442;2860,884
57744;798;SO69560;353;17;2;1391,994;2783,988
57745;798;SO69560;589;17;2;461,694;923,388
57836;3691;SO69564;560;17;2;607,425;1214,85
57839;3691;SO69564;568;17;2;371,175;742,35
57882;2530;SO71779;589;17;2;461,694;923,388
58442;755;SO71800;564;17;2;1430,442;2860,884
58536;2489;SO71803;587;17;2;461,694;923,388
58537;2489;SO71803;589;17;2;461,694;923,388
58580;3676;SO71805;570;17;2;371,175;742,35
58581;3676;SO71805;572;17;2;371,175;742,35
58582;3676;SO71805;567;17;2;371,175;742,35
58617;1087;SO71806;353;17;2;1391,994;2783,988
58638;1087;SO71806;587;17;2;461,694;923,388
58688;3743;SO71809;586;17;2;371,175;742,35
58732;3706;SO71813;560;17;2;607,425;1214,85
58733;3706;SO71813;565;17;2;371,175;742,35
59021;774;SO71829;589;17;2;461,694;923,388
59062;934;SO71830;564;17;2;1430,442;2860,884
59168;1534;SO71835;564;17;2;1430,442;2860,884
59596;3687;SO71854;564;17;2;1430,442;2860,884
59776;807;SO71878;564;17;2;1430,442;2860,884
59817;1588;SO71880;353;17;2;1391,994;2783,988
59957;1600;SO71886;589;17;2;461,694;923,388
60095;1782;SO71893;564;17;2;1430,442;2860,884
60236;3648;SO71900;564;17;2;1430,442;2860,884
60246;93;SO71902;589;17;2;461,694;923,388
60448;538;SO71924;353;17;2;1391,994;2783,988
60492;3723;SO71933;363;17;2;1147,495;2294,99
60493;3723;SO71933;361;17;2;1147,495;2294,99
60494;3723;SO71933;359;17;2;1147,495;2294,99
60671;3682;SO71945;579;17;2;607,425;1214,85
60673;3682;SO71945;571;17;2;371,175;742,35
60674;3682;SO71945;570;17;2;371,175;742,35
60675;3682;SO71945;567;17;2;371,175;742,35
60676;3682;SO71945;569;17;2;371,175;742,35
101;1077;SO43668;342;17;2;419,4589;838,9178
134;2926;SO43673;342;17;2;419,4589;838,9178
281;472;SO43689;342;17;2;419,4589;838,9178
2193;355;SO44317;342;17;2;419,4589;838,9178
187;1250;SO43679;342;17;2;419,4589;838,9178
2988;488;SO44545;342;17;2;419,4589;838,9178
225;2881;SO43682;342;17;2;419,4589;838,9178
2701;303;SO44521;342;17;2;419,4589;838,9178
1087;293;SO43912;342;17;2;419,4589;838,9178
544;345;SO43865;342;17;2;419,4589;838,9178
3711;481;SO44770;342;17;2;419,4589;838,9178
1265;663;SO44089;342;17;2;419,4589;838,9178
440;1328;SO43855;342;17;2;419,4589;838,9178
673;3107;SO43876;342;17;2;419,4589;838,9178
748;2934;SO43883;342;17;2;419,4589;838,9178
790;986;SO43886;342;17;2;419,4589;838,9178
810;1320;SO43888;342;17;2;419,4589;838,9178
2373;1326;SO44496;342;17;2;419,4589;838,9178
2786;1346;SO44526;342;17;2;419,4589;838,9178
921;2753;SO43899;342;17;2;419,4589;838,9178
3664;781;SO44765;342;17;2;419,4589;838,9178
3436;1052;SO44747;342;17;2;419,4589;838,9178
1157;1069;SO44077;342;17;2;419,4589;838,9178
1064;1626;SO43911;342;17;2;419,4589;838,9178
2001;1234;SO44300;342;17;2;419,4589;838,9178
1126;1766;SO43917;342;17;2;419,4589;838,9178
1182;2624;SO44079;342;17;2;419,4589;838,9178
1441;2474;SO44110;342;17;2;419,4589;838,9178
3739;1487;SO44771;342;17;2;419,4589;838,9178
3227;1571;SO44563;342;17;2;419,4589;838,9178
2241;1627;SO44483;342;17;2;419,4589;838,9178
2264;2212;SO44488;342;17;2;419,4589;838,9178
3187;2236;SO44562;342;17;2;419,4589;838,9178
3111;2245;SO44555;342;17;2;419,4589;838,9178
2325;2270;SO44493;342;17;2;419,4589;838,9178
2176;2649;SO44316;342;17;2;419,4589;838,9178
2440;2703;SO44503;342;17;2;419,4589;838,9178
3588;2507;SO44758;342;17;2;419,4589;838,9178
2600;2508;SO44517;342;17;2;419,4589;838,9178
2725;3069;SO44522;342;17;2;419,4589;838,9178
3993;58;SO44791;342;17;2;419,4589;838,9178
4136;2013;SO44802;342;17;2;419,4589;838,9178
4686;695;SO45286;342;17;2;419,4589;838,9178
4699;2109;SO45288;342;17;2;419,4589;838,9178
4892;3108;SO45302;342;17;2;419,4589;838,9178
4933;1354;SO45306;342;17;2;419,4589;838,9178
4976;2972;SO45309;342;17;2;419,4589;838,9178
5250;3023;SO45335;342;17;2;419,4589;838,9178
5317;437;SO45339;342;17;2;419,4589;838,9178
5428;2622;SO45520;342;17;2;419,4589;838,9178
5486;1206;SO45525;342;17;2;419,4589;838,9178
5546;334;SO45532;342;17;2;419,4589;838,9178
5583;90;SO45535;342;17;2;419,4589;838,9178
5673;1127;SO45545;342;17;2;419,4589;838,9178
5816;2831;SO45556;342;17;2;419,4589;838,9178
5835;2760;SO45557;342;17;2;419,4589;838,9178
6011;2272;SO45577;342;17;2;419,4589;838,9178
6031;2377;SO45578;342;17;2;419,4589;838,9178
6213;2962;SO45793;342;17;2;419,4589;838,9178
6413;2074;SO45805;342;17;2;419,4589;838,9178
6428;1938;SO45808;342;17;2;419,4589;838,9178
6581;2090;SO46028;342;17;2;419,4589;838,9178
6750;3008;SO46043;342;17;2;419,4589;838,9178
7076;1051;SO46062;342;17;2;419,4589;838,9178
7618;1709;SO46105;342;17;2;419,4589;838,9178
7648;3001;SO46324;342;17;2;419,4589;838,9178
7742;844;SO46331;342;17;2;419,4589;838,9178
7771;903;SO46333;342;17;2;419,4589;838,9178
7844;270;SO46340;342;17;2;419,4589;838,9178
7890;147;SO46343;342;17;2;419,4589;838,9178
7917;2449;SO46344;342;17;2;419,4589;838,9178
7978;2414;SO46350;342;17;2;419,4589;838,9178
8084;2654;SO46358;342;17;2;419,4589;838,9178
8110;1015;SO46359;342;17;2;419,4589;838,9178
8193;501;SO46366;342;17;2;419,4589;838,9178
8210;2737;SO46367;342;17;2;419,4589;838,9178
97;1077;SO43668;314;17;2;2146,962;4293,924
2546;76;SO44509;314;17;2;2146,962;4293,924
1986;175;SO44299;314;17;2;2146,962;4293,924
201;356;SO43680;314;17;2;2146,962;4293,924
306;409;SO43692;314;17;2;2146,962;4293,924
2545;76;SO44509;310;17;2;2146,962;4293,924
1987;175;SO44299;310;17;2;2146,962;4293,924
277;472;SO43689;310;17;2;2146,962;4293,924
3144;73;SO44557;312;17;2;2146,962;4293,924
2547;76;SO44509;313;17;2;2146,962;4293,924
2189;355;SO44317;310;17;2;2146,962;4293,924
842;408;SO43892;314;17;2;2146,962;4293,924
262;2983;SO43688;314;17;2;2146,962;4293,924
3694;110;SO44768;314;17;2;2146,962;4293,924
628;192;SO43873;310;17;2;2146,962;4293,924
629;192;SO43873;314;17;2;2146,962;4293,924
2910;202;SO44538;314;17;2;2146,962;4293,924
2911;202;SO44538;311;17;2;2146,962;4293,924
3549;217;SO44755;314;17;2;2146,962;4293,924
2697;303;SO44521;311;17;2;2146,962;4293,924
983;565;SO43904;314;17;2;2146,962;4293,924
1261;623;SO44087;310;17;2;2146,962;4293,924
371;1989;SO43845;314;17;2;2146,962;4293,924
467;3018;SO43858;314;17;2;2146,962;4293,924
481;1854;SO43860;314;17;2;2146,962;4293,924
720;1282;SO43880;314;17;2;2146,962;4293,924
744;2934;SO43883;314;17;2;2146,962;4293,924
786;986;SO43886;314;17;2;2146,962;4293,924
898;1142;SO43898;310;17;2;2146,962;4293,924
1760;1200;SO44283;314;17;2;2146,962;4293,924
2367;1326;SO44496;314;17;2;2146,962;4293,924
2368;1326;SO44496;311;17;2;2146,962;4293,924
3395;897;SO44744;310;17;2;2146,962;4293,924
3396;897;SO44744;312;17;2;2146,962;4293,924
1054;2254;SO43910;310;17;2;2146,962;4293,924
1063;1626;SO43911;314;17;2;2146,962;4293,924
1125;1766;SO43917;314;17;2;2146,962;4293,924
1176;2624;SO44079;314;17;2;2146,962;4293,924
1428;1552;SO44109;314;17;2;2146,962;4293,924
3222;1571;SO44563;313;17;2;2146,962;4293,924
1669;3022;SO44129;310;17;2;2146,962;4293,924
3314;1688;SO44570;312;17;2;2146,962;4293,924
1864;2844;SO44293;313;17;2;2146,962;4293,924
2066;2043;SO44306;310;17;2;2146,962;4293,924
2106;2264;SO44309;314;17;2;2146,962;4293,924
2485;2181;SO44506;314;17;2;2146,962;4293,924
2259;2212;SO44488;313;17;2;2146,962;4293,924
3199;2236;SO44562;314;17;2;2146,962;4293,924
2343;2843;SO44494;313;17;2;2146,962;4293,924
3584;2507;SO44758;310;17;2;2146,962;4293,924
3036;2693;SO44550;310;17;2;2146,962;4293,924
3760;2544;SO44772;312;17;2;2146,962;4293,924
2841;2970;SO44531;314;17;2;2146,962;4293,924
3162;2923;SO44559;310;17;2;2146,962;4293,924
3865;3024;SO44778;310;17;2;2146,962;4293,924
3895;2586;SO44780;313;17;2;2146,962;4293,924
4055;3076;SO44797;310;17;2;2146,962;4293,924
4118;2357;SO44801;313;17;2;2146,962;4293,924
4208;864;SO45047;314;17;2;2146,962;4293,924
4260;2855;SO45053;311;17;2;2146,962;4293,924
4276;2568;SO45055;310;17;2;2146,962;4293,924
4277;2568;SO45055;314;17;2;2146,962;4293,924
4301;1192;SO45057;313;17;2;2146,962;4293,924
4310;1192;SO45057;314;17;2;2146,962;4293,924
4311;1192;SO45057;310;17;2;2146,962;4293,924
4330;535;SO45059;311;17;2;2146,962;4293,924
4331;535;SO45059;312;17;2;2146,962;4293,924
4353;399;SO45060;313;17;2;2146,962;4293,924
4354;399;SO45060;312;17;2;2146,962;4293,924
4355;399;SO45060;311;17;2;2146,962;4293,924
4372;2120;SO45062;314;17;2;2146,962;4293,924
4442;3098;SO45069;312;17;2;2146,962;4293,924
4455;548;SO45070;310;17;2;2146,962;4293,924
4540;2176;SO45270;313;17;2;2146,962;4293,924
4581;3004;SO45277;310;17;2;2146,962;4293,924
4609;1174;SO45278;311;17;2;2146,962;4293,924
4640;1510;SO45283;311;17;2;2146,962;4293,924
4641;1510;SO45283;314;17;2;2146,962;4293,924
4642;1510;SO45283;313;17;2;2146,962;4293,924
4664;893;SO45284;312;17;2;2146,962;4293,924
4665;893;SO45284;310;17;2;2146,962;4293,924
4666;893;SO45284;314;17;2;2146,962;4293,924
4696;2109;SO45288;310;17;2;2146,962;4293,924
4742;170;SO45291;314;17;2;2146,962;4293,924
4743;170;SO45291;313;17;2;2146,962;4293,924
4744;170;SO45291;310;17;2;2146,962;4293,924
4822;63;SO45299;310;17;2;2146,962;4293,924
4868;142;SO45301;314;17;2;2146,962;4293,924
4885;3108;SO45302;314;17;2;2146,962;4293,924
4886;3108;SO45302;313;17;2;2146,962;4293,924
4887;3108;SO45302;312;17;2;2146,962;4293,924
5009;944;SO45313;310;17;2;2146,962;4293,924
5115;1305;SO45323;314;17;2;2146,962;4293,924
5201;2119;SO45331;311;17;2;2146,962;4293,924
5210;593;SO45332;314;17;2;2146,962;4293,924
5286;1858;SO45338;312;17;2;2146,962;4293,924
5287;1858;SO45338;314;17;2;2146,962;4293,924
5396;201;SO45516;310;17;2;2146,962;4293,924
5453;792;SO45522;312;17;2;2146,962;4293,924
5501;889;SO45527;312;17;2;2146,962;4293,924
5599;258;SO45536;312;17;2;2146,962;4293,924
5616;2574;SO45538;311;17;2;2146,962;4293,924
5617;2574;SO45538;313;17;2;2146,962;4293,924
5920;4;SO45568;314;17;2;2146,962;4293,924
5991;2895;SO45575;310;17;2;2146,962;4293,924
6030;2272;SO45577;311;17;2;2146,962;4293,924
6157;1155;SO45786;310;17;2;2146,962;4293,924
6239;2585;SO45795;314;17;2;2146,962;4293,924
6240;2585;SO45795;313;17;2;2146,962;4293,924
6264;1124;SO45797;312;17;2;2146,962;4293,924
6265;1124;SO45797;313;17;2;2146,962;4293,924
6304;158;SO45798;311;17;2;2146,962;4293,924
6411;2074;SO45805;314;17;2;2146,962;4293,924
6412;2074;SO45805;310;17;2;2146,962;4293,924
6455;45;SO45810;314;17;2;2146,962;4293,924
6489;290;SO45813;310;17;2;2146,962;4293,924
6635;1231;SO46034;314;17;2;2146,962;4293,924
6660;2921;SO46036;313;17;2;2146,962;4293,924
6691;1304;SO46038;310;17;2;2146,962;4293,924
6772;963;SO46044;312;17;2;2146,962;4293,924
6797;2054;SO46045;310;17;2;2146,962;4293,924
6935;2671;SO46055;310;17;2;2146,962;4293,924
6989;132;SO46057;314;17;2;2146,962;4293,924
7014;152;SO46058;314;17;2;2146,962;4293,924
7015;152;SO46058;310;17;2;2146,962;4293,924
7036;2929;SO46059;312;17;2;2146,962;4293,924
7037;2929;SO46059;311;17;2;2146,962;4293,924
7144;3070;SO46068;310;17;2;2146,962;4293,924
7176;882;SO46071;310;17;2;2146,962;4293,924
7351;2633;SO46087;310;17;2;2146,962;4293,924
7521;1505;SO46100;314;17;2;2146,962;4293,924
7522;1505;SO46100;310;17;2;2146,962;4293,924
7523;1505;SO46100;311;17;2;2146,962;4293,924
7551;248;SO46101;312;17;2;2146,962;4293,924
7604;1709;SO46105;313;17;2;2146,962;4293,924
7614;1709;SO46105;311;17;2;2146,962;4293,924
7698;1054;SO46326;310;17;2;2146,962;4293,924
7765;903;SO46333;314;17;2;2146,962;4293,924
7766;903;SO46333;313;17;2;2146,962;4293,924
7767;903;SO46333;311;17;2;2146,962;4293,924
7845;259;SO46341;314;17;2;2146,962;4293,924
7914;2449;SO46344;314;17;2;2146,962;4293,924
8015;313;SO46355;314;17;2;2146,962;4293,924
8050;1488;SO46356;313;17;2;2146,962;4293,924
8079;2654;SO46358;310;17;2;2146,962;4293,924
8107;1015;SO46359;314;17;2;2146,962;4293,924
8206;2737;SO46367;314;17;2;2146,962;4293,924
8207;2737;SO46367;310;17;2;2146,962;4293,924
8436;2151;SO46387;312;17;2;2146,962;4293,924
8437;2151;SO46387;313;17;2;2146,962;4293,924
8438;2151;SO46387;310;17;2;2146,962;4293,924
9320;1517;SO46643;370;17;2;1466,01;2932,02
